"Channel"           "Time, ns"          "Count"             "Error"             "Fit"               "Chi^2"             
2609                1.904243e+00        5.809000e+03        7.621024e+01        1.392208e+04        5.794955e+03        
2610                1.910406e+00        6.271000e+03        7.918333e+01        1.470306e+04        6.190215e+03        
2611                1.916569e+00        6.805000e+03        8.248636e+01        1.550075e+04        6.602446e+03        
2612                1.922731e+00        7.145000e+03        8.452219e+01        1.631310e+04        7.031528e+03        
2613                1.928894e+00        7.380000e+03        8.590111e+01        1.713788e+04        7.477231e+03        
2614                1.935056e+00        7.926000e+03        8.902247e+01        1.797268e+04        7.939022e+03        
2615                1.941219e+00        8.421000e+03        9.176056e+01        1.881490e+04        8.416709e+03        
2616                1.947382e+00        9.117000e+03        9.547775e+01        1.966177e+04        8.909366e+03        
2617                1.953544e+00        9.419000e+03        9.704638e+01        2.051038e+04        9.416450e+03        
2618                1.959707e+00        9.936000e+03        9.967447e+01        2.135768e+04        9.937298e+03        
2619                1.965869e+00        1.024400e+04        1.012077e+02        2.220048e+04        1.047068e+04        
2620                1.972032e+00        1.101600e+04        1.049524e+02        2.303549e+04        1.101619e+04        
2621                1.978195e+00        1.176400e+04        1.084574e+02        2.385935e+04        1.157210e+04        
2622                1.984357e+00        1.217500e+04        1.103359e+02        2.466861e+04        1.213774e+04        
2623                1.990520e+00        1.268700e+04        1.126321e+02        2.545981e+04        1.271145e+04        
2624                1.996682e+00        1.339400e+04        1.157281e+02        2.622946e+04        1.329158e+04        
2625                2.002845e+00        1.386700e+04        1.177540e+02        2.697408e+04        1.387758e+04        
2626                2.009008e+00        1.453400e+04        1.205529e+02        2.769022e+04        1.446697e+04        
2627                2.015170e+00        1.507400e+04        1.227721e+02        2.837449e+04        1.505904e+04        
2628                2.021333e+00        1.571500e+04        1.253555e+02        2.902361e+04        1.565126e+04        
2629                2.027495e+00        1.618600e+04        1.272203e+02        2.963440e+04        1.624196e+04        
2630                2.033658e+00        1.676200e+04        1.294643e+02        3.020381e+04        1.683003e+04        
2631                2.039821e+00        1.740300e+04        1.319166e+02        3.072897e+04        1.741270e+04        
2632                2.045983e+00        1.841200e+04        1.356871e+02        3.120720e+04        1.798926e+04        
2633                2.052146e+00        1.875100e+04        1.369306e+02        3.163603e+04        1.855681e+04        
2634                2.058308e+00        1.919000e+04        1.385244e+02        3.201323e+04        1.911409e+04        
2635                2.064471e+00        1.980000e+04        1.407089e+02        3.233681e+04        1.965899e+04        
2636                2.070634e+00        2.007800e+04        1.416933e+02        3.260506e+04        2.018905e+04        
2637                2.076796e+00        2.095700e+04        1.447619e+02        3.281657e+04        2.070382e+04        
2638                2.082959e+00        2.139500e+04        1.462669e+02        3.297022e+04        2.120035e+04        
2639                2.089121e+00        2.195600e+04        1.481722e+02        3.306518e+04        2.167780e+04        
2640                2.095284e+00        2.228400e+04        1.492749e+02        3.310096e+04        2.213381e+04        
2641                2.101447e+00        2.280000e+04        1.509934e+02        3.307740e+04        2.256668e+04        
2642                2.107609e+00        2.295900e+04        1.515190e+02        3.299463e+04        2.297576e+04        
2643                2.113772e+00        2.356100e+04        1.534927e+02        3.285314e+04        2.335873e+04        
2644                2.119934e+00        2.367000e+04        1.538473e+02        3.265370e+04        2.371518e+04        
2645                2.126097e+00        2.423700e+04        1.556792e+02        3.239743e+04        2.404326e+04        
2646                2.132260e+00        2.424900e+04        1.557177e+02        3.208570e+04        2.434215e+04        
2647                2.138422e+00        2.426700e+04        1.557755e+02        3.172023e+04        2.461098e+04        
2648                2.144585e+00        2.498200e+04        1.580538e+02        3.130295e+04        2.484853e+04        
2649                2.150747e+00        2.499400e+04        1.580917e+02        3.083610e+04        2.505480e+04        
2650                2.156910e+00        2.504600e+04        1.582561e+02        3.032211e+04        2.522883e+04        
2651                2.163073e+00        2.527900e+04        1.589906e+02        2.976365e+04        2.537037e+04        
2652                2.169235e+00        2.536000e+04        1.592451e+02        2.916359e+04        2.547923e+04        
2653                2.175398e+00        2.561100e+04        1.600312e+02        2.852494e+04        2.555510e+04        
2654                2.181560e+00        2.577600e+04        1.605459e+02        2.785087e+04        2.559830e+04        
2655                2.187723e+00        2.551100e+04        1.597185e+02        2.714467e+04        2.560893e+04        
2656                2.193886e+00        2.590500e+04        1.609472e+02        2.640970e+04        2.558717e+04        
2657                2.200048e+00        2.541900e+04        1.594302e+02        2.564941e+04        2.553377e+04        
2658                2.206211e+00        2.514400e+04        1.585654e+02        2.486726e+04        2.544899e+04        
2659                2.212373e+00        2.513700e+04        1.585434e+02        2.406675e+04        2.533381e+04        
2660                2.218536e+00        2.480500e+04        1.574929e+02        2.325133e+04        2.518916e+04        
2661                2.224699e+00        2.518300e+04        1.586884e+02        2.242445e+04        2.501546e+04        
2662                2.230861e+00        2.471200e+04        1.571973e+02        2.158947e+04        2.481433e+04        
2663                2.237024e+00        2.431100e+04        1.559166e+02        2.074968e+04        2.458626e+04        
2664                2.243186e+00        2.413900e+04        1.553641e+02        1.990826e+04        2.433308e+04        
2665                2.249349e+00        2.404600e+04        1.550645e+02        1.906827e+04        2.405602e+04        
2666                2.255512e+00        2.376600e+04        1.541590e+02        1.823263e+04        2.375587e+04        
2667                2.261674e+00        2.354800e+04        1.534503e+02        1.740411e+04        2.343475e+04        
2668                2.267837e+00        2.303500e+04        1.517696e+02        1.658531e+04        2.309324e+04        
2669                2.273999e+00        2.255700e+04        1.501866e+02        1.577866e+04        2.273360e+04        
2670                2.280162e+00        2.223800e+04        1.491208e+02        1.498638e+04        2.235689e+04        
2671                2.286325e+00        2.194200e+04        1.481249e+02        1.421054e+04        2.196472e+04        
2672                2.292487e+00        2.150800e+04        1.466527e+02        1.345297e+04        2.155911e+04        
2673                2.298650e+00        2.101100e+04        1.449483e+02        1.271533e+04        2.114050e+04        
2674                2.304812e+00        2.060100e+04        1.435270e+02        1.199908e+04        2.071134e+04        
2675                2.310975e+00        1.991000e+04        1.410993e+02        1.130546e+04        2.027236e+04        
2676                2.317138e+00        1.963100e+04        1.401071e+02        1.063553e+04        1.982561e+04        
2677                2.323300e+00        1.937700e+04        1.391977e+02        9.990154e+03        1.937265e+04        
2678                2.329463e+00        1.842800e+04        1.357461e+02        9.370022e+03        1.891405e+04        
2679                2.335625e+00        1.844200e+04        1.357976e+02        8.775632e+03        1.845198e+04        
2680                2.341788e+00        1.794000e+04        1.339366e+02        8.207319e+03        1.798692e+04        
2681                2.347951e+00        1.738100e+04        1.318332e+02        7.665254e+03        1.752073e+04        
2682                2.354113e+00        1.698700e+04        1.303303e+02        7.149461e+03        1.705436e+04        
2683                2.360276e+00        1.655800e+04        1.286740e+02        6.659820e+03        1.658882e+04        
2684                2.366438e+00        1.575500e+04        1.255149e+02        6.196084e+03        1.612562e+04        
2685                2.372601e+00        1.546800e+04        1.243664e+02        5.757887e+03        1.566496e+04        
2686                2.378764e+00        1.505700e+04        1.227029e+02        5.344758e+03        1.520837e+04        
2687                2.384926e+00        1.470300e+04        1.212518e+02        4.956131e+03        1.475630e+04        
2688                2.391089e+00        1.408600e+04        1.186802e+02        4.591356e+03        1.430977e+04        
2689                2.397251e+00        1.374800e+04        1.172476e+02        4.249711e+03        1.386966e+04        
2690                2.403414e+00        1.313200e+04        1.145906e+02        3.930413e+03        1.343610e+04        
2691                2.409577e+00        1.290700e+04        1.136046e+02        3.632631e+03        1.301011e+04        
2692                2.415739e+00        1.268600e+04        1.126277e+02        3.355490e+03        1.259186e+04        
2693                2.421902e+00        1.221800e+04        1.105305e+02        3.098086e+03        1.218203e+04        
2694                2.428064e+00        1.167600e+04        1.080509e+02        2.859496e+03        1.178098e+04        
2695                2.434227e+00        1.125500e+04        1.060849e+02        2.638779e+03        1.138894e+04        
2696                2.440390e+00        1.106700e+04        1.051951e+02        2.434993e+03        1.100636e+04        
2697                2.446552e+00        1.067700e+04        1.033247e+02        2.247195e+03        1.063324e+04        
2698                2.452715e+00        1.025800e+04        1.012768e+02        2.074450e+03        1.026989e+04        
2699                2.458877e+00        9.949000e+03        9.973966e+01        1.915839e+03        9.916421e+03        
2700                2.465040e+00        9.451000e+03        9.721111e+01        1.770459e+03        9.572887e+03        
2701                2.471203e+00        9.117000e+03        9.547775e+01        1.637433e+03        9.239400e+03        
2702                2.477365e+00        9.038000e+03        9.506314e+01        1.515907e+03        8.915884e+03        
2703                2.483528e+00        8.536000e+03        9.238506e+01        1.405060e+03        8.602345e+03        
2704                2.489690e+00        8.364000e+03        9.144944e+01        1.304103e+03        8.298752e+03        
2705                2.495853e+00        8.052000e+03        8.972736e+01        1.212281e+03        8.004962e+03        
2706                2.502016e+00        7.674000e+03        8.759566e+01        1.128873e+03        7.720919e+03        
2707                2.508178e+00        7.470000e+03        8.642338e+01        1.053199e+03        7.446453e+03        
2708                2.514341e+00        7.327000e+03        8.559206e+01        9.846113e+02        7.181381e+03        
2709                2.520503e+00        7.006000e+03        8.369588e+01        9.225041e+02        6.925626e+03        
2710                2.526666e+00        6.708000e+03        8.189628e+01        8.663069e+02        6.678897e+03        
2711                2.532829e+00        6.483000e+03        8.051087e+01        8.154866e+02        6.441101e+03        
2712                2.538991e+00        6.165000e+03        7.851115e+01        7.695465e+02        6.211925e+03        
2713                2.545154e+00        6.065000e+03        7.787169e+01        7.280250e+02        5.991138e+03        
2714                2.551316e+00        5.868000e+03        7.659634e+01        6.904946e+02        5.778637e+03        
2715                2.557479e+00        5.681000e+03        7.536577e+01        6.565610e+02        5.574054e+03        
2716                2.563642e+00        5.389000e+03        7.340300e+01        6.258611e+02        5.377293e+03        
2717                2.569804e+00        5.158000e+03        7.181226e+01        5.980619e+02        5.187990e+03        
2718                2.575967e+00        5.096000e+03        7.137927e+01        5.728587e+02        5.005957e+03        
2719                2.582129e+00        4.913000e+03        7.008566e+01        5.499737e+02        4.830973e+03        
2720                2.588292e+00        4.715000e+03        6.865858e+01        5.291544e+02        4.662700e+03        
2721                2.594455e+00        4.514000e+03        6.717887e+01        5.101717e+02        4.501070e+03        
2722                2.600617e+00        4.427000e+03        6.652819e+01        4.928186e+02        4.345704e+03        
2723                2.606780e+00        4.276000e+03        6.538348e+01        4.769083e+02        4.196484e+03        
2724                2.612942e+00        4.108000e+03        6.408588e+01        4.622733e+02        4.053092e+03        
2725                2.619105e+00        3.985000e+03        6.311894e+01        4.487630e+02        3.915273e+03        
2726                2.625268e+00        3.922000e+03        6.261789e+01        4.362430e+02        3.782959e+03        
2727                2.631430e+00        3.757000e+03        6.128621e+01        4.245937e+02        3.655796e+03        
2728                2.637593e+00        3.510000e+03        5.923681e+01        4.137085e+02        3.533704e+03        
2729                2.643755e+00        3.417000e+03        5.844656e+01        4.034931e+02        3.416379e+03        
2730                2.649918e+00        3.278000e+03        5.724509e+01        3.938642e+02        3.303658e+03        
2731                2.656081e+00        3.324000e+03        5.764547e+01        3.847484e+02        3.195383e+03        
2732                2.662243e+00        3.103000e+03        5.569560e+01        3.760813e+02        3.091288e+03        
2733                2.668406e+00        3.101000e+03        5.567764e+01        3.678064e+02        2.991325e+03        
2734                2.674568e+00        2.992000e+03        5.469004e+01        3.598746e+02        2.895220e+03        
2735                2.680731e+00        2.831000e+03        5.319774e+01        3.522430e+02        2.802883e+03        
2736                2.686894e+00        2.795000e+03        5.285830e+01        3.448746e+02        2.714101e+03        
2737                2.693056e+00        2.652000e+03        5.148786e+01        3.377373e+02        2.628692e+03        
2738                2.699219e+00        2.619000e+03        5.116640e+01        3.308036e+02        2.546620e+03        
2739                2.705381e+00        2.515000e+03        5.013980e+01        3.240498e+02        2.467647e+03        
2740                2.711544e+00        2.430000e+03        4.928489e+01        3.174558e+02        2.391720e+03        
2741                2.717707e+00        2.287000e+03        4.781213e+01        3.110046e+02        2.318645e+03        
2742                2.723869e+00        2.317000e+03        4.812484e+01        3.046816e+02        2.248316e+03        
2743                2.730032e+00        2.271000e+03        4.764452e+01        2.984748e+02        2.180639e+03        
2744                2.736194e+00        2.246000e+03        4.738143e+01        2.923741e+02        2.115447e+03        
2745                2.742357e+00        2.141000e+03        4.626013e+01        2.863710e+02        2.052710e+03        
2746                2.748520e+00        2.047000e+03        4.523273e+01        2.804586e+02        1.992260e+03        
2747                2.754682e+00        2.002000e+03        4.473254e+01        2.746314e+02        1.934045e+03        
2748                2.760845e+00        1.913000e+03        4.372642e+01        2.688849e+02        1.877935e+03        
2749                2.767007e+00        1.852000e+03        4.302325e+01        2.632154e+02        1.823821e+03        
2750                2.773170e+00        1.757000e+03        4.190465e+01        2.576201e+02        1.771685e+03        
2751                2.779333e+00        1.700000e+03        4.121893e+01        2.520970e+02        1.721385e+03        
2752                2.785495e+00        1.653000e+03        4.064480e+01        2.466443e+02        1.672889e+03        
2753                2.791658e+00        1.647000e+03        4.057093e+01        2.412611e+02        1.626085e+03        
2754                2.797820e+00        1.556000e+03        3.943349e+01        2.359466e+02        1.580909e+03        
2755                2.803983e+00        1.580000e+03        3.973663e+01        2.307003e+02        1.537309e+03        
2756                2.810146e+00        1.490000e+03        3.858756e+01        2.255220e+02        1.495188e+03        
2757                2.816308e+00        1.486000e+03        3.853570e+01        2.204119e+02        1.454528e+03        
2758                2.822471e+00        1.340000e+03        3.659235e+01        2.153700e+02        1.415232e+03        
2759                2.828633e+00        1.396000e+03        3.734970e+01        2.103966e+02        1.377271e+03        
2760                2.834796e+00        1.299000e+03        3.602777e+01        2.054922e+02        1.340570e+03        
2761                2.840959e+00        1.308000e+03        3.615245e+01        2.006571e+02        1.305066e+03        
2762                2.847121e+00        1.262000e+03        3.551056e+01        1.958918e+02        1.270750e+03        
2763                2.853284e+00        1.202000e+03        3.465545e+01        1.911968e+02        1.237540e+03        
2764                2.859446e+00        1.211000e+03        3.478505e+01        1.865727e+02        1.205418e+03        
2765                2.865609e+00        1.106000e+03        3.324154e+01        1.820198e+02        1.174320e+03        
2766                2.871772e+00        1.137000e+03        3.370460e+01        1.775386e+02        1.144208e+03        
2767                2.877934e+00        1.105000e+03        3.322650e+01        1.731295e+02        1.115055e+03        
2768                2.884097e+00        1.101000e+03        3.316625e+01        1.687930e+02        1.086805e+03        
2769                2.890259e+00        1.022000e+03        3.195309e+01        1.645294e+02        1.059446e+03        
2770                2.896422e+00        1.004000e+03        3.167018e+01        1.603390e+02        1.032925e+03        
2771                2.902585e+00        9.640000e+02        3.103224e+01        1.562219e+02        1.007223e+03        
2772                2.908747e+00        9.400000e+02        3.064311e+01        1.521786e+02        9.822991e+02        
2773                2.914910e+00        9.240000e+02        3.038092e+01        1.482089e+02        9.581158e+02        
2774                2.921072e+00        8.480000e+02        2.910326e+01        1.443131e+02        9.346688e+02        
2775                2.927235e+00        9.300000e+02        3.047950e+01        1.404913e+02        9.119112e+02        
2776                2.933398e+00        8.650000e+02        2.939388e+01        1.367432e+02        8.898320e+02        
2777                2.939560e+00        8.620000e+02        2.934280e+01        1.330690e+02        8.683950e+02        
2778                2.945723e+00        8.360000e+02        2.889637e+01        1.294683e+02        8.475782e+02        
2779                2.951885e+00        8.050000e+02        2.835489e+01        1.259412e+02        8.273660e+02        
2780                2.958048e+00        8.020000e+02        2.830194e+01        1.224872e+02        8.077256e+02        
2781                2.964211e+00        7.530000e+02        2.742262e+01        1.191062e+02        7.886509e+02        
2782                2.970373e+00        7.420000e+02        2.722132e+01        1.157978e+02        7.701105e+02        
2783                2.976536e+00        7.250000e+02        2.690725e+01        1.125616e+02        7.520937e+02        
2784                2.982698e+00        7.240000e+02        2.688866e+01        1.093971e+02        7.345766e+02        
2785                2.988861e+00        6.860000e+02        2.617250e+01        1.063039e+02        7.175373e+02        
2786                2.995024e+00        6.920000e+02        2.628688e+01        1.032815e+02        7.009734e+02        
2787                3.001186e+00        6.720000e+02        2.590367e+01        1.003292e+02        6.848574e+02        
2788                3.007349e+00        6.210000e+02        2.489980e+01        9.744655e+01        6.691827e+02        
2789                3.013511e+00        6.500000e+02        2.547548e+01        9.463281e+01        6.539281e+02        
2790                3.019674e+00        5.800000e+02        2.406242e+01        9.188734e+01        6.390803e+02        
2791                3.025837e+00        6.090000e+02        2.465766e+01        8.920941e+01        6.246306e+02        
2792                3.031999e+00        5.990000e+02        2.445404e+01        8.659828e+01        6.105591e+02        
2793                3.038162e+00        6.020000e+02        2.451530e+01        8.405318e+01        5.968624e+02        
2794                3.044324e+00        5.700000e+02        2.385372e+01        8.157329e+01        5.835216e+02        
2795                3.050487e+00        5.430000e+02        2.328089e+01        7.915778e+01        5.705300e+02        
2796                3.056650e+00        4.780000e+02        2.184033e+01        7.680580e+01        5.578738e+02        
2797                3.062812e+00        5.000000e+02        2.233831e+01        7.451647e+01        5.455395e+02        
2798                3.068975e+00        5.120000e+02        2.260531e+01        7.228888e+01        5.335255e+02        
2799                3.075137e+00        4.660000e+02        2.156386e+01        7.012211e+01        5.218152e+02        
2800                3.081300e+00        5.060000e+02        2.247221e+01        6.801523e+01        5.104046e+02        
2801                3.087463e+00        5.110000e+02        2.258318e+01        6.596728e+01        4.992807e+02        
2802                3.093625e+00        4.820000e+02        2.193171e+01        6.397728e+01        4.884351e+02        
2803                3.099788e+00        4.390000e+02        2.092845e+01        6.204426e+01        4.778627e+02        
2804                3.105950e+00        4.240000e+02        2.056696e+01        6.016721e+01        4.675512e+02        
2805                3.112113e+00        4.240000e+02        2.056696e+01        5.834514e+01        4.574981e+02        
2806                3.118276e+00        4.500000e+02        2.118962e+01        5.657702e+01        4.476920e+02        
2807                3.124438e+00        4.330000e+02        2.078461e+01        5.486184e+01        4.381284e+02        
2808                3.130601e+00        4.250000e+02        2.059126e+01        5.319856e+01        4.287987e+02        
2809                3.136763e+00        4.300000e+02        2.071232e+01        5.158616e+01        4.196944e+02        
2810                3.142926e+00        3.720000e+02        1.926136e+01        5.002361e+01        4.108144e+02        
2811                3.149089e+00        4.030000e+02        2.004994e+01        4.850986e+01        4.021482e+02        
2812                3.155251e+00        3.610000e+02        1.897367e+01        4.704387e+01        3.936931e+02        
2813                3.161414e+00        3.710000e+02        1.923538e+01        4.562462e+01        3.854407e+02        
2814                3.167576e+00        3.590000e+02        1.892089e+01        4.425106e+01        3.773857e+02        
2815                3.173739e+00        3.470000e+02        1.860108e+01        4.292217e+01        3.695247e+02        
2816                3.179902e+00        3.520000e+02        1.873499e+01        4.163690e+01        3.618497e+02        
2817                3.186064e+00        3.540000e+02        1.878829e+01        4.039425e+01        3.543590e+02        
2818                3.192227e+00        3.450000e+02        1.854724e+01        3.919318e+01        3.470452e+02        
2819                3.198389e+00        3.390000e+02        1.838478e+01        3.803270e+01        3.399051e+02        
2820                3.204552e+00        3.120000e+02        1.763519e+01        3.691178e+01        3.329332e+02        
2821                3.210715e+00        3.280000e+02        1.808314e+01        3.582945e+01        3.261239e+02        
2822                3.216877e+00        3.190000e+02        1.783255e+01        3.478470e+01        3.194762e+02        
2823                3.223040e+00        3.040000e+02        1.740690e+01        3.377656e+01        3.129831e+02        
2824                3.229202e+00        2.840000e+02        1.682260e+01        3.280407e+01        3.066429e+02        
2825                3.235365e+00        2.920000e+02        1.705872e+01        3.186626e+01        3.004498e+02        
2826                3.241528e+00        2.870000e+02        1.691153e+01        3.096220e+01        2.944001e+02        
2827                3.247690e+00        3.030000e+02        1.737815e+01        3.009094e+01        2.884917e+02        
2828                3.253853e+00        2.970000e+02        1.720465e+01        2.925158e+01        2.827189e+02        
2829                3.260015e+00        2.780000e+02        1.664332e+01        2.844319e+01        2.770807e+02        
2830                3.266178e+00        2.770000e+02        1.661325e+01        2.766489e+01        2.715718e+02        
2831                3.272341e+00        2.590000e+02        1.606238e+01        2.691580e+01        2.661901e+02        
2832                3.278503e+00        2.550000e+02        1.593738e+01        2.619505e+01        2.609318e+02        
2833                3.284666e+00        2.360000e+02        1.532971e+01        2.550179e+01        2.557928e+02        
2834                3.290828e+00        2.480000e+02        1.571623e+01        2.483519e+01        2.507725e+02        
2835                3.296991e+00        2.640000e+02        1.621727e+01        2.419442e+01        2.458661e+02        
2836                3.303154e+00        2.400000e+02        1.545962e+01        2.357868e+01        2.410722e+02        
2837                3.309316e+00        2.720000e+02        1.646208e+01        2.298719e+01        2.363868e+02        
2838                3.315479e+00        2.240000e+02        1.493318e+01        2.241915e+01        2.318072e+02        
2839                3.321641e+00        2.270000e+02        1.503330e+01        2.187383e+01        2.273319e+02        
2840                3.327804e+00        2.190000e+02        1.476482e+01        2.135046e+01        2.229570e+02        
2841                3.333967e+00        2.480000e+02        1.571623e+01        2.084834e+01        2.186816e+02        
2842                3.340129e+00        2.250000e+02        1.496663e+01        2.036675e+01        2.145020e+02        
2843                3.346292e+00        2.210000e+02        1.483240e+01        1.990499e+01        2.104165e+02        
2844                3.352454e+00        2.300000e+02        1.513275e+01        1.946239e+01        2.064226e+02        
2845                3.358617e+00        2.050000e+02        1.428286e+01        1.903828e+01        2.025172e+02        
2846                3.364780e+00        1.970000e+02        1.400000e+01        1.863203e+01        1.987000e+02        
2847                3.370942e+00        2.020000e+02        1.417745e+01        1.824300e+01        1.949674e+02        
2848                3.377105e+00        1.740000e+02        1.315295e+01        1.787057e+01        1.913183e+02        
2849                3.383267e+00        1.910000e+02        1.378405e+01        1.751415e+01        1.877499e+02        
2850                3.389430e+00        2.030000e+02        1.421267e+01        1.717317e+01        1.842603e+02        
2851                3.395593e+00        1.840000e+02        1.352775e+01        1.684704e+01        1.808483e+02        
2852                3.401755e+00        1.780000e+02        1.330413e+01        1.653523e+01        1.775110e+02        
2853                3.407918e+00        1.680000e+02        1.292285e+01        1.623719e+01        1.742479e+02        
2854                3.414080e+00        1.570000e+02        1.249000e+01        1.595241e+01        1.710561e+02        
2855                3.420243e+00        1.680000e+02        1.292285e+01        1.568038e+01        1.679345e+02        
2856                3.426406e+00        1.800000e+02        1.337909e+01        1.542062e+01        1.648812e+02        
2857                3.432568e+00        1.550000e+02        1.240967e+01        1.517263e+01        1.618940e+02        
2858                3.438731e+00        1.650000e+02        1.280625e+01        1.493597e+01        1.589725e+02        
2859                3.444893e+00        1.590000e+02        1.256981e+01        1.471019e+01        1.561141e+02        
2860                3.451056e+00        1.400000e+02        1.178983e+01        1.449485e+01        1.533182e+02        
2861                3.457219e+00        1.320000e+02        1.144552e+01        1.428954e+01        1.505825e+02        
2862                3.463381e+00        1.760000e+02        1.322876e+01        1.409384e+01        1.479056e+02        
2863                3.469544e+00        1.760000e+02        1.322876e+01        1.390736e+01        1.452868e+02        
2864                3.475706e+00        1.430000e+02        1.191638e+01        1.372973e+01        1.427239e+02        
2865                3.481869e+00        1.370000e+02        1.166190e+01        1.356058e+01        1.402163e+02        
2866                3.488032e+00        1.470000e+02        1.208305e+01        1.339955e+01        1.377622e+02        
2867                3.494194e+00        1.350000e+02        1.157584e+01        1.324630e+01        1.353605e+02        
2868                3.500357e+00        1.290000e+02        1.131371e+01        1.310049e+01        1.330099e+02        
2869                3.506519e+00        1.340000e+02        1.153256e+01        1.296182e+01        1.307088e+02        
2870                3.512682e+00        1.330000e+02        1.148913e+01        1.282996e+01        1.284569e+02        
2871                3.518845e+00        1.250000e+02        1.113553e+01        1.270463e+01        1.262523e+02        
2872                3.525007e+00        1.310000e+02        1.140175e+01        1.258553e+01        1.240945e+02        
2873                3.531170e+00        1.210000e+02        1.095445e+01        1.247240e+01        1.219818e+02        
2874                3.537332e+00        1.400000e+02        1.178983e+01        1.236496e+01        1.199132e+02        
2875                3.543495e+00        1.270000e+02        1.122497e+01        1.226296e+01        1.178881e+02        
2876                3.549658e+00        1.170000e+02        1.077033e+01        1.216615e+01        1.159049e+02        
2877                3.555820e+00        1.060000e+02        1.024695e+01        1.207431e+01        1.139633e+02        
2878                3.561983e+00        1.090000e+02        1.039230e+01        1.198719e+01        1.120617e+02        
2879                3.568145e+00        1.210000e+02        1.095445e+01        1.190458e+01        1.101995e+02        
2880                3.574308e+00        1.310000e+02        1.140175e+01        1.182628e+01        1.083758e+02        
2881                3.580471e+00        1.180000e+02        1.081665e+01        1.175207e+01        1.065892e+02        
2882                3.586633e+00        1.140000e+02        1.063015e+01        1.168178e+01        1.048396e+02        
2883                3.592796e+00        1.070000e+02        1.029563e+01        1.161520e+01        1.031255e+02        
2884                3.598958e+00        1.210000e+02        1.095445e+01        1.155217e+01        1.014466e+02        
2885                3.605121e+00        1.140000e+02        1.063015e+01        1.149251e+01        9.980173e+01        
2886                3.611284e+00        1.180000e+02        1.081665e+01        1.143606e+01        9.818999e+01        
2887                3.617446e+00        9.800000e+01        9.848858e+00        1.138266e+01        9.661105e+01        
2888                3.623609e+00        9.500000e+01        9.695360e+00        1.133217e+01        9.506370e+01        
2889                3.629771e+00        1.110000e+02        1.048809e+01        1.128443e+01        9.354767e+01        
2890                3.635934e+00        9.900000e+01        9.899495e+00        1.123932e+01        9.206186e+01        
2891                3.642097e+00        1.130000e+02        1.058301e+01        1.119670e+01        9.060577e+01        
2892                3.648259e+00        9.200000e+01        9.539392e+00        1.115644e+01        8.917869e+01        
2893                3.654422e+00        8.700000e+01        9.273618e+00        1.111844e+01        8.777970e+01        
2894                3.660584e+00        8.400000e+01        9.110434e+00        1.108256e+01        8.640866e+01        
2895                3.666747e+00        9.200000e+01        9.539392e+00        1.104870e+01        8.506452e+01        
2896                3.672910e+00        8.700000e+01        9.273618e+00        1.101677e+01        8.374697e+01        
2897                3.679072e+00        1.030000e+02        1.009950e+01        1.098665e+01        8.245519e+01        
2898                3.685235e+00        8.900000e+01        9.380832e+00        1.095825e+01        8.118852e+01        
2899                3.691397e+00        8.000000e+01        8.888194e+00        1.093149e+01        7.994340e+01        
2900                3.697560e+00        7.900000e+01        8.831761e+00        1.090627e+01        7.871491e+01        
2901                3.703723e+00        8.400000e+01        9.110434e+00        1.088252e+01        7.750466e+01        
2902                3.709885e+00        8.800000e+01        9.327379e+00        1.086015e+01        7.631891e+01        
2903                3.716048e+00        8.100000e+01        8.944272e+00        1.083909e+01        7.515954e+01        
2904                3.722210e+00        8.000000e+01        8.888194e+00        1.081928e+01        7.402357e+01        
2905                3.728373e+00        7.500000e+01        8.602325e+00        1.080063e+01        7.291017e+01        
2906                3.734536e+00        8.500000e+01        9.165151e+00        1.078310e+01        7.181919e+01        
2907                3.740698e+00        6.700000e+01        8.124038e+00        1.076661e+01        7.074971e+01        
2908                3.746861e+00        6.700000e+01        8.124038e+00        1.075112e+01        6.970147e+01        
2909                3.753023e+00        6.000000e+01        7.681146e+00        1.073655e+01        6.867374e+01        
2910                3.759186e+00        6.400000e+01        7.937254e+00        1.072287e+01        6.766595e+01        
2911                3.765349e+00        8.200000e+01        9.000000e+00        1.071003e+01        6.667790e+01        
2912                3.771511e+00        6.700000e+01        8.124038e+00        1.069797e+01        6.570883e+01        
2913                3.777674e+00        6.800000e+01        8.185353e+00        1.068664e+01        6.475857e+01        
2914                3.783836e+00        7.300000e+01        8.485281e+00        1.067602e+01        6.382643e+01        
2915                3.789999e+00        5.900000e+01        7.615773e+00        1.066606e+01        6.291209e+01        
2916                3.796162e+00        7.000000e+01        8.306624e+00        1.065672e+01        6.201514e+01        
2917                3.802324e+00        6.600000e+01        8.062258e+00        1.064796e+01        6.113501e+01        
2918                3.808487e+00        6.000000e+01        7.681146e+00        1.063975e+01        6.027162e+01        
2919                3.814649e+00        7.400000e+01        8.544004e+00        1.063206e+01        5.942432e+01        
2920                3.820812e+00        5.600000e+01        7.416198e+00        1.062485e+01        5.859295e+01        
2921                3.826975e+00        5.600000e+01        7.416198e+00        1.061811e+01        5.777699e+01        
2922                3.833137e+00        6.300000e+01        7.874008e+00        1.061180e+01        5.697606e+01        
2923                3.839300e+00        7.100000e+01        8.366600e+00        1.060589e+01        5.619003e+01        
2924                3.845462e+00        6.900000e+01        8.246211e+00        1.060036e+01        5.541837e+01        
2925                3.851625e+00        6.300000e+01        7.874008e+00        1.059519e+01        5.466095e+01        
