"Channel"           "Time, ns"          "Count"             "Error"             "Fit"               "Chi^2"             
2926                3.857788e+00        6.000000e+01        7.681146e+00        1.059036e+01        5.391730e+01        
2927                3.863950e+00        5.600000e+01        7.416198e+00        1.058584e+01        5.318720e+01        
2928                3.870113e+00        5.800000e+01        7.549834e+00        1.058162e+01        5.247036e+01        
2929                3.876275e+00        4.800000e+01        6.855655e+00        1.057768e+01        5.176638e+01        
2930                3.882438e+00        6.000000e+01        7.681146e+00        1.057400e+01        5.107520e+01        
2931                3.888601e+00        5.600000e+01        7.416198e+00        1.057056e+01        5.039637e+01        
2932                3.894763e+00        4.300000e+01        6.480741e+00        1.056735e+01        4.972977e+01        
2933                3.900926e+00        5.800000e+01        7.549834e+00        1.056436e+01        4.907503e+01        
2934                3.907088e+00        5.500000e+01        7.348469e+00        1.056156e+01        4.843188e+01        
2935                3.913251e+00        6.500000e+01        8.000000e+00        1.055896e+01        4.780023e+01        
2936                3.919414e+00        6.300000e+01        7.874008e+00        1.055653e+01        4.717970e+01        
2937                3.925576e+00        4.700000e+01        6.782330e+00        1.055427e+01        4.657020e+01        
2938                3.931739e+00        4.200000e+01        6.403124e+00        1.055217e+01        4.597140e+01        
2939                3.937901e+00        4.900000e+01        6.928203e+00        1.055020e+01        4.538311e+01        
2940                3.944064e+00        4.300000e+01        6.480741e+00        1.054838e+01        4.480515e+01        
2941                3.950227e+00        6.500000e+01        8.000000e+00        1.054667e+01        4.423722e+01        
2942                3.956389e+00        5.700000e+01        7.483315e+00        1.054509e+01        4.367927e+01        
2943                3.962552e+00        5.000000e+01        7.000000e+00        1.054362e+01        4.313099e+01        
2944                3.968714e+00        5.600000e+01        7.416198e+00        1.054225e+01        4.259227e+01        
2945                3.974877e+00        5.500000e+01        7.348469e+00        1.054098e+01        4.206286e+01        
2946                3.981040e+00        4.500000e+01        6.633250e+00        1.053979e+01        4.154254e+01        
2947                3.987202e+00        4.200000e+01        6.403124e+00        1.053869e+01        4.103126e+01        
2948                3.993365e+00        4.000000e+01        6.244998e+00        1.053767e+01        4.052874e+01        
2949                3.999527e+00        4.500000e+01        6.633250e+00        1.053672e+01        4.003490e+01        
2950                4.005690e+00        3.300000e+01        5.656854e+00        1.053584e+01        3.954950e+01        
2951                4.011853e+00        4.100000e+01        6.324555e+00        1.053503e+01        3.907241e+01        
2952                4.018015e+00        4.500000e+01        6.633250e+00        1.053427e+01        3.860348e+01        
2953                4.024178e+00        3.400000e+01        5.744563e+00        1.053357e+01        3.814250e+01        
2954                4.030340e+00        3.900000e+01        6.164414e+00        1.053291e+01        3.768942e+01        
2955                4.036503e+00        5.300000e+01        7.211103e+00        1.053231e+01        3.724401e+01        
2956                4.042666e+00        3.400000e+01        5.744563e+00        1.053175e+01        3.680620e+01        
2957                4.048828e+00        3.000000e+01        5.385165e+00        1.053123e+01        3.637579e+01        
2958                4.054991e+00        3.800000e+01        6.082763e+00        1.053075e+01        3.595261e+01        
2959                4.061153e+00        3.900000e+01        6.164414e+00        1.053030e+01        3.553663e+01        
2960                4.067316e+00        3.500000e+01        5.830952e+00        1.052989e+01        3.512764e+01        
2961                4.073479e+00        4.000000e+01        6.244998e+00        1.052951e+01        3.472557e+01        
2962                4.079641e+00        3.900000e+01        6.164414e+00        1.052916e+01        3.433024e+01        
2963                4.085804e+00        4.600000e+01        6.708204e+00        1.052883e+01        3.394155e+01        
2964                4.091966e+00        3.700000e+01        6.000000e+00        1.052853e+01        3.355940e+01        
2965                4.098129e+00        3.500000e+01        5.830952e+00        1.052825e+01        3.318361e+01        
2966                4.104292e+00        4.900000e+01        6.928203e+00        1.052799e+01        3.281415e+01        
2967                4.110454e+00        4.300000e+01        6.480741e+00        1.052776e+01        3.245085e+01        
2968                4.116617e+00        4.000000e+01        6.244998e+00        1.052754e+01        3.209363e+01        
2969                4.122779e+00        3.800000e+01        6.082763e+00        1.052733e+01        3.174236e+01        
2970                4.128942e+00        3.800000e+01        6.082763e+00        1.052715e+01        3.139691e+01        
2971                4.135105e+00        3.900000e+01        6.164414e+00        1.052697e+01        3.105725e+01        
2972                4.141267e+00        3.200000e+01        5.567764e+00        1.052681e+01        3.072321e+01        
2973                4.147430e+00        3.300000e+01        5.656854e+00        1.052667e+01        3.039474e+01        
2974                4.153592e+00        3.400000e+01        5.744563e+00        1.052653e+01        3.007171e+01        
2975                4.159755e+00        2.800000e+01        5.196152e+00        1.052641e+01        2.975403e+01        
2976                4.165918e+00        3.600000e+01        5.916080e+00        1.052629e+01        2.944163e+01        
2977                4.172080e+00        3.900000e+01        6.164414e+00        1.052618e+01        2.913436e+01        
2978                4.178243e+00        3.400000e+01        5.744563e+00        1.052609e+01        2.883221e+01        
2979                4.184405e+00        3.200000e+01        5.567764e+00        1.052600e+01        2.853503e+01        
2980                4.190568e+00        4.300000e+01        6.480741e+00        1.052591e+01        2.824278e+01        
2981                4.196731e+00        2.800000e+01        5.196152e+00        1.052584e+01        2.795534e+01        
2982                4.202893e+00        2.800000e+01        5.196152e+00        1.052577e+01        2.767261e+01        
2983                4.209056e+00        3.500000e+01        5.830952e+00        1.052570e+01        2.739456e+01        
2984                4.215218e+00        3.100000e+01        5.477226e+00        1.052565e+01        2.712107e+01        
2985                4.221381e+00        3.600000e+01        5.916080e+00        1.052559e+01        2.685211e+01        
2986                4.227544e+00        2.800000e+01        5.196152e+00        1.052554e+01        2.658755e+01        
2987                4.233706e+00        4.100000e+01        6.324555e+00        1.052550e+01        2.632733e+01        
2988                4.239869e+00        2.700000e+01        5.099020e+00        1.052545e+01        2.607139e+01        
2989                4.246031e+00        2.500000e+01        4.898979e+00        1.052541e+01        2.581963e+01        
2990                4.252194e+00        4.100000e+01        6.324555e+00        1.052538e+01        2.557202e+01        
2991                4.258357e+00        2.800000e+01        5.196152e+00        1.052535e+01        2.532846e+01        
2992                4.264519e+00        2.300000e+01        4.690416e+00        1.052532e+01        2.508890e+01        
2993                4.270682e+00        2.700000e+01        5.099020e+00        1.052529e+01        2.485325e+01        
2994                4.276844e+00        3.700000e+01        6.000000e+00        1.052526e+01        2.462143e+01        
2995                4.283007e+00        3.800000e+01        6.082763e+00        1.052524e+01        2.439343e+01        
2996                4.289170e+00        2.400000e+01        4.795832e+00        1.052522e+01        2.416914e+01        
2997                4.295332e+00        3.700000e+01        6.000000e+00        1.052520e+01        2.394853e+01        
2998                4.301495e+00        2.200000e+01        4.582576e+00        1.052518e+01        2.373152e+01        
2999                4.307657e+00        2.000000e+01        4.358899e+00        1.052517e+01        2.351804e+01        
3000                4.313820e+00        2.400000e+01        4.795832e+00        1.052515e+01        2.330805e+01        
3001                4.319983e+00        3.100000e+01        5.477226e+00        1.052514e+01        2.310147e+01        
3002                4.326145e+00        3.500000e+01        5.830952e+00        1.052513e+01        2.289828e+01        
3003                4.332308e+00        3.000000e+01        5.385165e+00        1.052512e+01        2.269838e+01        
3004                4.338470e+00        2.800000e+01        5.196152e+00        1.052511e+01        2.250175e+01        
3005                4.344633e+00        2.700000e+01        5.099020e+00        1.052510e+01        2.230832e+01        
3006                4.350796e+00        2.400000e+01        4.795832e+00        1.052509e+01        2.211801e+01        
3007                4.356958e+00        3.500000e+01        5.830952e+00        1.052508e+01        2.193083e+01        
3008                4.363121e+00        2.500000e+01        4.898979e+00        1.052507e+01        2.174667e+01        
3009                4.369283e+00        1.700000e+01        4.000000e+00        1.052507e+01        2.156553e+01        
3010                4.375446e+00        3.000000e+01        5.385165e+00        1.052506e+01        2.138731e+01        
3011                4.381609e+00        1.900000e+01        4.242641e+00        1.052505e+01        2.121199e+01        
3012                4.387771e+00        2.300000e+01        4.690416e+00        1.052505e+01        2.103953e+01        
3013                4.393934e+00        2.000000e+01        4.358899e+00        1.052505e+01        2.086985e+01        
3014                4.400096e+00        2.400000e+01        4.795832e+00        1.052504e+01        2.070294e+01        
3015                4.406259e+00        2.600000e+01        5.000000e+00        1.052504e+01        2.053873e+01        
3016                4.412422e+00        2.500000e+01        4.898979e+00        1.052503e+01        2.037720e+01        
3017                4.418584e+00        2.600000e+01        5.000000e+00        1.052503e+01        2.021828e+01        
3018                4.424747e+00        2.200000e+01        4.582576e+00        1.052503e+01        2.006192e+01        
3019                4.430909e+00        2.900000e+01        5.291503e+00        1.052503e+01        1.990811e+01        
3020                4.437072e+00        2.400000e+01        4.795832e+00        1.052502e+01        1.975679e+01        
3021                4.443235e+00        3.300000e+01        5.656854e+00        1.052502e+01        1.960793e+01        
3022                4.449397e+00        2.100000e+01        4.472136e+00        1.052502e+01        1.946147e+01        
3023                4.455560e+00        2.100000e+01        4.472136e+00        1.052502e+01        1.931739e+01        
3024                4.461722e+00        1.600000e+01        3.872983e+00        1.052502e+01        1.917564e+01        
3025                4.467885e+00        1.900000e+01        4.242641e+00        1.052501e+01        1.903617e+01        
3026                4.474048e+00        2.600000e+01        5.000000e+00        1.052501e+01        1.889898e+01        
3027                4.480210e+00        2.100000e+01        4.472136e+00        1.052501e+01        1.876400e+01        
3028                4.486373e+00        2.200000e+01        4.582576e+00        1.052501e+01        1.863121e+01        
3029                4.492535e+00        3.100000e+01        5.477226e+00        1.052501e+01        1.850057e+01        
3030                4.498698e+00        2.600000e+01        5.000000e+00        1.052501e+01        1.837203e+01        
3031                4.504861e+00        2.100000e+01        4.472136e+00        1.052501e+01        1.824558e+01        
3032                4.511023e+00        2.300000e+01        4.690416e+00        1.052501e+01        1.812116e+01        
3033                4.517186e+00        2.900000e+01        5.291503e+00        1.052501e+01        1.799877e+01        
3034                4.523348e+00        1.800000e+01        4.123106e+00        1.052501e+01        1.787835e+01        
3035                4.529511e+00        2.400000e+01        4.795832e+00        1.052501e+01        1.775987e+01        
3036                4.535674e+00        2.500000e+01        4.898979e+00        1.052500e+01        1.764331e+01        
3037                4.541836e+00        2.300000e+01        4.690416e+00        1.052500e+01        1.752863e+01        
3038                4.547999e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.741581e+01        
3039                4.554161e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.730481e+01        
3040                4.560324e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.719561e+01        
3041                4.566487e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.708816e+01        
3042                4.572649e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.698244e+01        
3043                4.578812e+00        2.500000e+01        4.898979e+00        1.052500e+01        1.687844e+01        
3044                4.584974e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.677612e+01        
3045                4.591137e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.667545e+01        
3046                4.597300e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.657640e+01        
3047                4.603462e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.647895e+01        
3048                4.609625e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.638307e+01        
3049                4.615787e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.628874e+01        
3050                4.621950e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.619593e+01        
3051                4.628113e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.610462e+01        
3052                4.634275e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.601478e+01        
3053                4.640438e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.592639e+01        
3054                4.646600e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.583942e+01        
3055                4.652763e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.575387e+01        
3056                4.658926e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.566968e+01        
3057                4.665088e+00        2.300000e+01        4.690416e+00        1.052500e+01        1.558686e+01        
3058                4.671251e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.550537e+01        
3059                4.677413e+00        2.600000e+01        5.000000e+00        1.052500e+01        1.542519e+01        
3060                4.683576e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.534631e+01        
3061                4.689739e+00        2.500000e+01        4.898979e+00        1.052500e+01        1.526870e+01        
3062                4.695901e+00        2.500000e+01        4.898979e+00        1.052500e+01        1.519234e+01        
3063                4.702064e+00        2.500000e+01        4.898979e+00        1.052500e+01        1.511721e+01        
3064                4.708226e+00        3.100000e+01        5.477226e+00        1.052500e+01        1.504329e+01        
3065                4.714389e+00        2.100000e+01        4.472136e+00        1.052500e+01        1.497057e+01        
3066                4.720552e+00        2.400000e+01        4.795832e+00        1.052500e+01        1.489900e+01        
3067                4.726714e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.482860e+01        
3068                4.732877e+00        2.500000e+01        4.898979e+00        1.052500e+01        1.475933e+01        
3069                4.739039e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.469118e+01        
3070                4.745202e+00        2.100000e+01        4.472136e+00        1.052500e+01        1.462413e+01        
3071                4.751365e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.455815e+01        
3072                4.757527e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.449325e+01        
3073                4.763690e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.442938e+01        
3074                4.769852e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.436654e+01        
3075                4.776015e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.430472e+01        
3076                4.782178e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.424389e+01        
3077                4.788340e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.418404e+01        
3078                4.794503e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.412515e+01        
3079                4.800665e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.406722e+01        
3080                4.806828e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.401021e+01        
3081                4.812991e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.395413e+01        
3082                4.819153e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.389895e+01        
3083                4.825316e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.384465e+01        
3084                4.831478e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.379123e+01        
3085                4.837641e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.373867e+01        
3086                4.843804e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.368696e+01        
3087                4.849966e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.363608e+01        
3088                4.856129e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.358602e+01        
3089                4.862291e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.353677e+01        
3090                4.868454e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.348830e+01        
3091                4.874617e+00        2.100000e+01        4.472136e+00        1.052500e+01        1.344062e+01        
3092                4.880779e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.339370e+01        
3093                4.886942e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.334755e+01        
3094                4.893104e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.330213e+01        
3095                4.899267e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.325744e+01        
3096                4.905430e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.321348e+01        
3097                4.911592e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.317022e+01        
3098                4.917755e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.312766e+01        
3099                4.923917e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.308578e+01        
3100                4.930080e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.304458e+01        
3101                4.936243e+00        5.000000e+00        2.000000e+00        1.052500e+01        1.300404e+01        
3102                4.942405e+00        2.100000e+01        4.472136e+00        1.052500e+01        1.296415e+01        
3103                4.948568e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.292491e+01        
3104                4.954730e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.288630e+01        
3105                4.960893e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.284831e+01        
3106                4.967056e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.281093e+01        
3107                4.973218e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.277415e+01        
3108                4.979381e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.273796e+01        
3109                4.985543e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.270235e+01        
3110                4.991706e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.266732e+01        
3111                4.997869e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.263286e+01        
3112                5.004031e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.259894e+01        
3113                5.010194e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.256558e+01        
3114                5.016356e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.253275e+01        
3115                5.022519e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.250045e+01        
3116                5.028682e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.246866e+01        
3117                5.034844e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.243739e+01        
3118                5.041007e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.240663e+01        
3119                5.047169e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.237635e+01        
3120                5.053332e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.234657e+01        
3121                5.059495e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.231726e+01        
3122                5.065657e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.228843e+01        
3123                5.071820e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.226006e+01        
3124                5.077982e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.223214e+01        
3125                5.084145e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.220468e+01        
3126                5.090308e+00        2.100000e+01        4.472136e+00        1.052500e+01        1.217766e+01        
3127                5.096470e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.215107e+01        
3128                5.102633e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.212491e+01        
3129                5.108795e+00        2.200000e+01        4.582576e+00        1.052500e+01        1.209917e+01        
3130                5.114958e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.207385e+01        
3131                5.121121e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.204893e+01        
3132                5.127283e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.202441e+01        
3133                5.133446e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.200029e+01        
3134                5.139608e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.197655e+01        
3135                5.145771e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.195320e+01        
3136                5.151934e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.193023e+01        
3137                5.158096e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.190762e+01        
3138                5.164259e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.188538e+01        
3139                5.170421e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.186349e+01        
3140                5.176584e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.184196e+01        
3141                5.182747e+00        2.100000e+01        4.472136e+00        1.052500e+01        1.182077e+01        
3142                5.188909e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.179993e+01        
3143                5.195072e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.177942e+01        
3144                5.201234e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.175924e+01        
3145                5.207397e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.173938e+01        
3146                5.213560e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.171984e+01        
3147                5.219722e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.170062e+01        
3148                5.225885e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.168171e+01        
3149                5.232047e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.166310e+01        
3150                5.238210e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.164479e+01        
3151                5.244373e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.162678e+01        
3152                5.250535e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.160905e+01        
3153                5.256698e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.159161e+01        
3154                5.262860e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.157446e+01        
3155                5.269023e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.155757e+01        
3156                5.275186e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.154096e+01        
3157                5.281348e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.152462e+01        
3158                5.287511e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.150854e+01        
3159                5.293673e+00        2.300000e+01        4.690416e+00        1.052500e+01        1.149271e+01        
3160                5.299836e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.147715e+01        
3161                5.305999e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.146183e+01        
3162                5.312161e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.144676e+01        
3163                5.318324e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.143193e+01        
3164                5.324486e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.141734e+01        
3165                5.330649e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.140299e+01        
3166                5.336812e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.138886e+01        
3167                5.342974e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.137496e+01        
3168                5.349137e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.136129e+01        
3169                5.355299e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.134784e+01        
3170                5.361462e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.133460e+01        
3171                5.367625e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.132158e+01        
3172                5.373787e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.130876e+01        
3173                5.379950e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.129615e+01        
3174                5.386112e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.128375e+01        
3175                5.392275e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.127154e+01        
3176                5.398438e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.125953e+01        
3177                5.404600e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.124772e+01        
3178                5.410763e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.123609e+01        
3179                5.416925e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.122465e+01        
3180                5.423088e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.121340e+01        
3181                5.429251e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.120232e+01        
3182                5.435413e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.119143e+01        
3183                5.441576e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.118071e+01        
3184                5.447738e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.117016e+01        
3185                5.453901e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.115978e+01        
3186                5.460064e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.114957e+01        
3187                5.466226e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.113952e+01        
3188                5.472389e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.112963e+01        
3189                5.478551e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.111991e+01        
3190                5.484714e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.111034e+01        
3191                5.490877e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.110092e+01        
3192                5.497039e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.109166e+01        
3193                5.503202e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.108254e+01        
3194                5.509364e+00        6.000000e+00        2.236068e+00        1.052500e+01        1.107357e+01        
3195                5.515527e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.106475e+01        
3196                5.521690e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.105606e+01        
3197                5.527852e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.104752e+01        
3198                5.534015e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.103912e+01        
3199                5.540177e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.103085e+01        
3200                5.546340e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.102271e+01        
3201                5.552503e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.101470e+01        
3202                5.558665e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.100682e+01        
3203                5.564828e+00        1.500000e+01        3.741657e+00        1.052500e+01        1.099907e+01        
3204                5.570990e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.099145e+01        
3205                5.577153e+00        1.900000e+01        4.242641e+00        1.052500e+01        1.098394e+01        
3206                5.583316e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.097656e+01        
3207                5.589478e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.096930e+01        
3208                5.595641e+00        1.400000e+01        3.605551e+00        1.052500e+01        1.096215e+01        
3209                5.601803e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.095512e+01        
3210                5.607966e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.094820e+01        
3211                5.614129e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.094139e+01        
3212                5.620291e+00        1.200000e+01        3.316625e+00        1.052500e+01        1.093469e+01        
3213                5.626454e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.092810e+01        
3214                5.632616e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.092162e+01        
3215                5.638779e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.091524e+01        
3216                5.644942e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.090896e+01        
3217                5.651104e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.090278e+01        
3218                5.657267e+00        9.000000e+00        2.828427e+00        1.052500e+01        1.089670e+01        
3219                5.663429e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.089073e+01        
3220                5.669592e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.088484e+01        
3221                5.675755e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.087905e+01        
3222                5.681917e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.087336e+01        
3223                5.688080e+00        1.800000e+01        4.123106e+00        1.052500e+01        1.086775e+01        
3224                5.694242e+00        2.300000e+01        4.690416e+00        1.052500e+01        1.086224e+01        
3225                5.700405e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.085682e+01        
3226                5.706568e+00        1.700000e+01        4.000000e+00        1.052500e+01        1.085148e+01        
3227                5.712730e+00        7.000000e+00        2.449490e+00        1.052500e+01        1.084622e+01        
3228                5.718893e+00        2.000000e+01        4.358899e+00        1.052500e+01        1.084106e+01        
3229                5.725055e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.083597e+01        
3230                5.731218e+00        2.000000e+00        1.000000e+00        1.052500e+01        1.083097e+01        
3231                5.737381e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.082605e+01        
3232                5.743543e+00        6.000000e+00        2.236068e+00        1.052500e+01        1.082121e+01        
3233                5.749706e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.081644e+01        
3234                5.755868e+00        1.600000e+01        3.872983e+00        1.052500e+01        1.081175e+01        
3235                5.762031e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.080714e+01        
3236                5.768194e+00        1.100000e+01        3.162278e+00        1.052500e+01        1.080260e+01        
3237                5.774356e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.079814e+01        
3238                5.780519e+00        8.000000e+00        2.645751e+00        1.052500e+01        1.079374e+01        
3239                5.786681e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.078942e+01        
3240                5.792844e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.078516e+01        
3241                5.799007e+00        1.300000e+01        3.464102e+00        1.052500e+01        1.078098e+01        
3242                5.805169e+00        1.000000e+01        3.000000e+00        1.052500e+01        1.077686e+01        
