"Channel"           "Time, ns"          "Count"             "Error"             "Resolution"        "Fit"               "Chi^2"             
2359                0.363593            10                  3                   11.3758             11.3767             -0.578246           
2360                0.369756            9                   2.82843             11.3758             11.3767             0.709667            
2361                0.375919            14                  3.60555             11.3759             11.3767             -0.578249           
2362                0.382081            9                   2.82843             11.376              11.3767             -0.0853009          
2363                0.388244            11                  3.16228             11.3761             11.3767             -0.0853042          
2364                0.394406            11                  3.16228             11.3762             11.3767             -0.85593            
2365                0.400569            8                   2.64575             11.3763             11.3768             1.16813             
2366                0.406732            16                  3.87298             11.3764             11.3768             0.946155            
2367                0.412894            15                  3.74166             11.3765             11.3768             -0.0853257          
2368                0.419057            11                  3.16228             11.3767             11.3768             -0.578287           
2369                0.425219            9                   2.82843             11.3768             11.3769             0.456094            
2370                0.431382            13                  3.4641              11.377              11.3769             -1.50042            
2371                0.437545            6                   2.23607             11.3771             11.377              -0.322716           
2372                0.443707            10                  3                   11.3773             11.377              -0.0853773          
2373                0.44987             11                  3.16228             11.3775             11.3771             0.709554            
2374                0.456032            14                  3.60555             11.3777             11.3771             -0.856042           
2375                0.462195            8                   2.64575             11.378              11.3772             -0.32278            
2376                0.468358            10                  3                   11.3782             11.3773             -1.50053            
2377                0.47452             6                   2.23607             11.3785             11.3774             -0.0854677          
2378                0.480683            11                  3.16228             11.3788             11.3775             0.709434            
2379                0.486845            14                  3.60555             11.3791             11.3776             -0.578486           
2380                0.493008            9                   2.82843             11.3795             11.3777             0.182175            
2381                0.499171            12                  3.31662             11.3799             11.3778             0.945855            
2382                0.505333            15                  3.74166             11.3803             11.378              -0.856273           
2383                0.511496            8                   2.64575             11.3807             11.3781             1.16775             
2384                0.517658            16                  3.87298             11.3812             11.3783             -0.0856941          
2385                0.523821            11                  3.16228             11.3817             11.3785             -0.856413           
2386                0.529984            8                   2.64575             11.3823             11.3787             1.37699             
2387                0.536146            17                  4                   11.3829             11.3789             0.455473            
2388                0.542309            13                  3.4641              11.3835             11.3791             0.455401            
2389                0.548471            13                  3.4641              11.3842             11.3794             -0.323337           
2390                0.554634            10                  3                   11.3849             11.3797             -0.0860326          
2391                0.560797            11                  3.16228             11.3858             11.38               -0.323485           
2392                0.566959            10                  3                   11.3866             11.3803             -0.323568           
2393                0.573122            10                  3                   11.3876             11.3806             0.454937            
2394                0.579284            13                  3.4641              11.3886             11.381              -0.323756           
2395                0.585447            10                  3                   11.3897             11.3815             1.94344             
2396                0.59161             20                  4.3589              11.3909             11.3819             0.944698            
2397                0.597772            15                  3.74166             11.3921             11.3824             -0.3241             
2398                0.603935            10                  3                   11.3935             11.3829             -0.0868298          
2399                0.610097            11                  3.16228             11.3949             11.3835             1.37571             
2400                0.61626             17                  4                   11.3965             11.3841             0.707491            
2401                0.622423            14                  3.60555             11.3982             11.3848             -0.324699           
2402                0.628585            10                  3                   11.4                11.3855             1.16574             
2403                0.634748            16                  3.87298             11.402              11.3862             0.179467            
2404                0.64091             12                  3.31662             11.4041             11.3871             -0.325283           
2405                0.647073            10                  3                   11.4063             11.388              -0.0880616          
2406                0.653236            11                  3.16228             11.4087             11.3889             0.942722            
2407                0.659398            15                  3.74166             11.4113             11.39               0.942431            
2408                0.665561            15                  3.74166             11.4141             11.3911             -0.0888182          
2409                0.671723            11                  3.16228             11.417              11.3923             0.451419            
2410                0.677886            13                  3.4641              11.4202             11.3936             -0.0894219          
2411                0.684049            11                  3.16228             11.4236             11.3949             -0.327264           
2412                0.690211            10                  3                   11.4273             11.3964             -1.50629            
2413                0.696374            6                   2.23607             11.4312             11.398              -0.583844           
2414                0.702536            9                   2.82843             11.4354             11.3997             1.93901             
2415                0.708699            20                  4.3589              11.4399             11.4016             1.37095             
2416                0.714862            17                  4                   11.4447             11.4035             0.174032            
2417                0.721024            12                  3.31662             11.4498             11.4056             1.16027             
2418                0.727187            16                  3.87298             11.4553             11.4079             1.15965             
2419                0.733349            16                  3.87298             11.4612             11.4103             1.36865             
2420                0.739512            17                  4                   11.4675             11.4129             -1.17119            
2421                0.745675            7                   2.44949             11.4742             11.4157             -0.866554           
2422                0.751837            8                   2.64575             11.4813             11.4187             1.56515             
2423                0.758               18                  4.12311             11.4889             11.4219             -0.0962913          
2424                0.764162            11                  3.16228             11.4971             11.4253             0.167214            
2425                0.770325            12                  3.31662             11.5058             11.4289             1.93196             
2426                0.776488            20                  4.3589              11.5151             11.4328             -0.336773           
2427                0.78265             10                  3                   11.525              11.437              0.929277            
2428                0.788813            15                  3.74166             11.5355             11.4414             1.3605              
2429                0.794975            17                  4                   11.5468             11.4462             -1.52116            
2430                0.801138            6                   2.23607             11.5588             11.4513             2.26518             
2431                0.807301            22                  4.58258             11.5715             11.4567             1.3565              
2432                0.813463            17                  4                   11.5851             11.4625             -0.879233           
2433                0.819626            8                   2.64575             11.5996             11.4687             0.153634            
2434                0.825788            12                  3.31662             11.615              11.4753             0.918601            
2435                0.831951            15                  3.74166             11.6314             11.4823             -1.19085            
2436                0.838114            7                   2.44949             11.6488             11.4898             1.34785             
2437                0.844276            17                  4                   11.6673             11.4978             1.73456             
2438                0.850439            19                  4.24264             11.687              11.5063             0.417176            
2439                0.856601            13                  3.4641              11.7079             11.5154             0.669534            
2440                0.862764            14                  3.60555             11.7301             11.5251             1.53814             
2441                0.868927            18                  4.12311             11.7537             11.5354             0.663793            
2442                0.875089            14                  3.60555             11.7788             11.5463             0.898858            
2443                0.881252            15                  3.74166             11.8054             11.5579             0.401746            
2444                0.887414            13                  3.4641              11.8336             11.5703             0.398047            
2445                0.893577            13                  3.4641              11.8635             11.5835             -0.631961           
2446                0.89974             9                   2.82843             11.8953             11.5975             0.884646            
2447                0.905902            15                  3.74166             11.9289             11.6124             1.88791             
2448                0.912065            20                  4.3589              11.9646             11.6282             0.637107            
2449                0.918227            14                  3.60555             12.0024             11.6449             0.0987494           
2450                0.92439             12                  3.31662             12.0424             11.6627             -0.394115           
2451                0.930553            10                  3                   12.0847             11.6817             0.621744            
2452                0.936715            14                  3.60555             12.1296             11.7017             0.855748            
2453                0.942878            15                  3.74166             12.177              11.723              1.28716             
2454                0.94904             17                  4                   12.2272             11.7456             -0.673811           
2455                0.955203            9                   2.82843             12.2803             11.7695             2.35366             
2456                0.961366            23                  4.69042             12.3364             11.7949             1.66155             
2457                0.967528            19                  4.24264             12.3957             11.8217             0.822531            
2458                0.973691            15                  3.74166             12.4583             11.8502             -0.700778           
2459                0.979853            9                   2.82843             12.5245             11.8803             0.305662            
2460                0.986016            13                  3.4641              12.5944             11.9123             -1.31184            
2461                0.992179            7                   2.44949             12.6682             11.946              -0.222286           
2462                0.998341            11                  3.16228             12.746              11.9817             -1.33134            
2463                1.0045              7                   2.44949             12.8281             12.0195             1.96676             
2464                1.01067             21                  4.47214             12.9148             12.0595             1.40339             
2465                1.01683             18                  4.12311             13.0061             12.1017             0.973694            
2466                1.02299             16                  3.87298             13.1023             12.1463             -0.776958           
2467                1.02915             9                   2.82843             13.2037             12.1935             0.719889            
2468                1.03532             15                  3.74166             13.3106             12.2433             0.461025            
2469                1.04148             14                  3.60555             13.423              12.2958             -0.0770479          
2470                1.04764             12                  3.31662             13.5415             12.3513             0.907109            
2471                1.0538              16                  3.87298             13.6661             12.4098             0.891505            
2472                1.05997             16                  3.87298             13.7972             12.4716             1.29989             
2473                1.06613             18                  4.12311             13.9351             12.5367             1.84668             
2474                1.07229             21                  4.47214             14.0801             12.6054             0.839415            
2475                1.07845             16                  3.87298             14.2325             12.6778             1.63403             
2476                1.08462             20                  4.3589              14.3926             12.754              0.565551            
2477                1.09078             15                  3.74166             14.5608             12.8343             0.54348             
2478                1.09694             15                  3.74166             14.7375             12.9188             0.977954            
2479                1.10311             17                  4                   14.9229             13.0078             0.24306             
2480                1.10927             14                  3.60555             15.1176             13.1015             -0.263179           
2481                1.11543             12                  3.31662             15.3218             13.2                0.681255            
2482                1.12159             16                  3.87298             15.536              13.3037             0.158891            
2483                1.12776             14                  3.60555             15.7605             13.4127             -0.112231           
2484                1.13392             13                  3.4641              15.9959             13.5272             0.594377            
2485                1.14008             16                  3.87298             16.2426             13.6476             2.10212             
2486                1.14624             24                  4.79583             16.501              13.774              0.52887             
2487                1.15241             16                  3.87298             16.7716             13.9068             -0.222711           
2488                1.15857             13                  3.4641              17.0548             14.0462             0.456683            
2489                1.16473             16                  3.87298             17.3513             14.1925             1.98454             
2490                1.17089             24                  4.79583             17.6615             14.346              0.377227            
2491                1.17706             16                  3.87298             17.9859             14.507              1.57354             
2492                1.18322             22                  4.58258             18.3252             14.6759             1.35225             
2493                1.18938             21                  4.47214             18.6798             14.8529             0.704643            
2494                1.19554             18                  4.12311             19.0503             15.0385             -0.046937           
2495                1.20171             15                  3.74166             19.4374             15.2327             1.9257              
2496                1.20787             25                  4.89898             19.8417             15.4363             2.19811             
2497                1.21403             27                  5.09902             20.2637             15.6494             -0.849266           
2498                1.22019             12                  3.31662             20.7041             15.8725             2.40832             
2499                1.22636             29                  5.2915              21.1637             16.106              0.613353            
2500                1.23252             19                  4.24264             21.643              16.3502             1.52004             
2501                1.23868             24                  4.79583             22.1429             16.6056             1.46516             
2502                1.24485             24                  4.79583             22.6639             16.8725             0.201859            
2503                1.25101             18                  4.12311             23.2068             17.1516             0.576547            
2504                1.25717             20                  4.3589              23.7725             17.4433             1.28522             
2505                1.26333             24                  4.79583             24.3616             17.7479             -0.204864           
2506                1.2695              17                  4                   24.975              18.0661             0.139334            
2507                1.27566             19                  4.24264             25.6135             18.398              1.08032             
2508                1.28182             24                  4.79583             26.2779             18.7446             0.621703            
2509                1.28798             22                  4.58258             26.9692             19.1063             1.28633             
2510                1.29415             26                  5                   27.6881             19.4834             0.456133            
2511                1.30031             22                  4.58258             28.4357             19.8769             1.12772             
2512                1.30647             26                  5                   29.213              20.2869             0.480096            
2513                1.31263             23                  4.69042             30.0208             20.7144             0.583882            
2514                1.3188              24                  4.79583             30.8603             21.1596             -0.110268           
2515                1.32496             21                  4.47214             31.7326             21.6236             1.12041             
2516                1.33112             28                  5.19615             32.6387             22.107              1.5151              
2517                1.33728             31                  5.47723             33.58               22.6101             1.26062             
2518                1.34345             30                  5.38516             34.5578             23.134              0.643118            
2519                1.34961             27                  5.09902             35.5733             23.6791             0.713626            
2520                1.35577             28                  5.19615             36.6281             24.2465             -1.07392            
2521                1.36193             19                  4.24264             37.7238             24.837              -0.599028           
2522                1.3681              22                  4.58258             38.8621             25.4512             -0.0146782          
2523                1.37426             26                  5                   40.045              26.0905             0.595766            
2524                1.38042             30                  5.38516             41.2745             26.7551             0.290098            
2525                1.38658             29                  5.2915              42.5529             27.4468             -0.0261323          
2526                1.39275             28                  5.19615             43.8829             28.1661             0.54831             
2527                1.39891             32                  5.56776             45.2674             28.9146             -0.107617           
2528                1.40507             29                  5.2915              46.7096             29.6938             0.436664            
2529                1.41124             33                  5.65685             48.2134             30.5043             0.778874            
2530                1.4174              36                  5.91608             49.7828             31.3486             1.23416             
2531                1.42356             40                  6.245               51.4228             32.2272             -0.480763           
2532                1.42972             30                  5.38516             53.1389             33.1433             0.479228            
2533                1.43589             37                  6                   54.9375             34.0982             -0.460762           
2534                1.44205             32                  5.56776             56.8257             35.0944             -1.28024            
2535                1.44821             28                  5.19615             58.8121             36.1352             -0.0311007          
2536                1.45437             37                  6                   60.9062             37.222              0.563924            
2537                1.46054             42                  6.40312             63.1193             38.36               0.954366            
2538                1.4667              46                  6.7082              65.4641             39.5508             -0.532555           
2539                1.47286             37                  6                   67.9554             40.8011             -0.866857           
2540                1.47902             36                  5.91608             70.6102             42.1161             -1.54332            
2541                1.48519             33                  5.65685             73.4482             43.4985             0.154177            
2542                1.49135             46                  6.7082              76.4917             44.9581             -2.33843            
2543                1.49751             31                  5.47723             79.7666             46.4982             0.801059            
2544                1.50367             54                  7.28011             83.3026             48.1317             -0.493651           
2545                1.50984             46                  6.7082              87.1334             49.866              -0.865158           
2546                1.516               45                  6.63325             91.2979             51.7118             0.693864            
2547                1.52216             59                  7.61577             95.8401             53.6855             0.418642            
2548                1.52832             59                  7.61577             100.81              55.7935             -0.483834           
2549                1.53449             54                  7.28011             106.266             58.0612             -0.774016           
2550                1.54065             54                  7.28011             112.272             60.497              -3.48175            
2551                1.54681             38                  6.08276             118.901             63.1329             0.243802            
2552                1.55298             68                  8.18535             126.236             65.9945             -0.678738           
2553                1.55914             63                  7.87401             134.371             69.0946             -0.82174            
2554                1.5653              65                  8                   143.41              72.4808             0.0949794           
2555                1.57146             77                  8.7178              153.472             76.1684             -1.31571            
2556                1.57763             68                  8.18535             164.688             80.2185             -0.781207           
2557                1.58379             77                  8.7178              177.205             84.666              -2.07911            
2558                1.58995             70                  8.30662             191.188             89.5571             -1.94411            
2559                1.59611             76                  8.66025             206.817             94.9669             -0.549353           
2560                1.60228             95                  9.69536             224.295             100.923             -1.26131            
2561                1.60844             94                  9.64365             243.845             107.534             -0.7219             
2562                1.6146              107                 10.2956             265.711             114.837             -0.616969           
2563                1.62076             116                 10.7238             290.165             122.961             -1.23172            
2564                1.62693             118                 10.8167             317.502             132.01              0.257021            
2565                1.63309             145                 12                  348.046             142.031             -0.0941442          
2566                1.63925             152                 12.2882             382.15              153.209             -0.503036           
2567                1.64541             159                 12.5698             420.197             165.6               -0.0305059          
2568                1.65158             179                 13.3417             462.603             179.424             -2.89955            
2569                1.65774             157                 12.49               509.817             194.81              0.835537            
2570                1.6639              224                 14.9332             562.323             211.906             -1.96783            
2571                1.67006             202                 14.1774             620.641             230.969             -0.948568           
2572                1.67623             237                 15.3623             685.326             252.085             -0.152561           
2573                1.68239             273                 16.4924             756.971             275.598             0.0218121           
2574                1.68855             302                 17.3494             836.207             301.632             -0.739836           
2575                1.69471             317                 17.7764             923.703             330.548             0.705728            
2576                1.70088             376                 19.3649             1020.16             362.664             -2.11808            
2577                1.70704             357                 18.868              1126.33             398.093             -0.584488           
2578                1.7132              425                 20.5913             1242.97             437.345             -0.567711           
2579                1.71937             468                 21.6102             1370.9              480.569             -1.14849            
2580                1.72553             502                 22.383              1510.97             528.313             -1.29036            
2581                1.73169             550                 23.4307             1664.03             580.914             0.689397            
2582                1.73785             656                 25.593              1830.97             638.684             -0.00882125         
2583                1.74402             702                 26.4764             2012.73             702.238             -0.203977           
2584                1.75018             766                 27.6586             2210.21             771.748             0.794395            
2585                1.75634             871                 29.4958             2424.36             847.949             -0.327838           
2586                1.7625              921                 30.3315             2656.13             931.114             -1.57551            
2587                1.76867             972                 31.1609             2906.46             1021.91             -1.62741            
2588                1.77483             1067                32.6497             3176.27             1120.98             0.787617            
2589                1.78099             1256                35.426              3466.48             1228.48             -1.54681            
2590                1.78715             1289                35.8887             3777.98             1345.31             -0.720318           
2591                1.79332             1444                37.9868             4111.62             1471.73             0.686108            
2592                1.79948             1636                40.4351             4468.21             1608.59             0.086299            
2593                1.80564             1760                41.9404             4848.48             1756.42             -1.15841            
2594                1.8118              1865                43.1741             5253.13             1915.61             -0.000528           
2595                1.81797             2087                45.6727             5682.76             2087.02             -3.59835            
2596                1.82413             2104                45.8585             6137.87             2270.86             -1.37398            
2597                1.83029             2400                48.9796             6618.89             2468                -2.64596            
2598                1.83645             2544                50.4282             7126.12             2678.79             1.49921             
2599                1.84262             2985                54.626              7659.72             2903.84             -0.779907           
2600                1.84878             3100                55.6687             8219.74             3143.82             -1.33822            
2601                1.85494             3321                57.6194             8806.07             3398.79             1.01491             
2602                1.86111             3731                61.0737             9418.45             3669.51             0.698614            
2603                1.86727             4000                63.2376             10056.4             3956.16             0.657422            
2604                1.87343             4302                65.582              10719.5             4259.21             -1.57294            
2605                1.87959             4473                66.873              11406.7             4578.99             0.207513            
2606                1.88576             4930                70.2068             12117.2             4915.53             -0.455326           
2607                1.89192             5236                72.3533             12849.9             5269.18             0.202134            
2608                1.89808             5655                75.1931             13603.2             5639.9              -0.781119           
2609                1.90424             5967                77.2399             14375.7             6027.73             0.0790189           
2610                1.91041             6439                80.2371             15165.6             6432.7              -0.041949           
2611                1.91657             6851                82.7647             15971               6854.49             0.236116            
2612                1.92273             7313                85.5102             16789.6             7292.93             -1.68508            
2613                1.92889             7600                87.1722             17619.2             7747.75             0.92337             
2614                1.93506             8302                91.1098             18457.3             8218.33             -1.2174             
2615                1.94122             8591                92.6823             19301               8704.45             -0.479103           
2616                1.94738             9159                95.6974             20147.7             9205.09             0.00352512          
2617                1.95354             9720                98.585              20994.2             9719.65             -0.576048           
2618                1.95971             10189               100.936             21837.5             10247.4             0.568137            
2619                1.96587             10846               104.139             22674.3             10787.1             -0.198805           
2620                1.97203             11317               106.377             23501.2             11338.2             0.77966             
2621                1.97819             11984               109.467             24315               11899               1.86655             
2622                1.98436             12678               112.592             25112               12468.8             1.02679             
2623                1.99052             13163               114.726             25888.9             13045.7             0.650752            
2624                1.99668             13704               117.06              26642.1             13628.1             0.608856            
2625                2.00284             14288               119.528             27368.2             14215.5             0.0305417           
2626                2.00901             14809               121.688             28063.9             14805.3             0.720313            
2627                2.01517             15486               124.439             28725.7             15396.7             1.49788             
2628                2.02133             16177               127.185             29350.4             15987.2             0.706685            
2629                2.0275              16666               129.093             29935               16575.1             2.08849             
2630                2.03366             17434               132.034             30476.6             17159.3             -0.119042           
2631                2.03982             17721               133.116             30972.3             17736.9             -0.00955214         
2632                2.04598             18306               135.296             31419.6             18307.3             2.58018             
2633                2.05215             19224               138.647             31816.2             18867.5             2.91233             
2634                2.05831             19825               140.798             32160.1             19416.4             2.34806             
2635                2.06447             20285               142.422             32449.3             19951.7             -0.552533           
2636                2.07063             20392               142.797             32682.4             20471.2             1.14393             
2637                2.0768              21140               145.393             32858.2             20974.2             -0.880584           
2638                2.08296             21329               146.041             32975.7             21458               0.285928            
2639                2.08912             21964               148.199             33034.2             21921.8             -0.977095           
2640                2.09528             22217               149.05              33033.6             22363.1             1.81405             
2641                2.10145             23055               151.835             32973.7             22780.5             1.23944             
2642                2.10761             23362               152.843             32855.1             23173.2             2.92094             
2643                2.11377             23990               154.884             32678.2             23539               2.27077             
2644                2.11993             24230               155.657             32444.2             23877.7             1.39133             
2645                2.1261              24404               156.215             32154.2             24187.3             2.00563             
2646                2.13226             24782               157.42              31809.9             24467.3             -1.64254            
2647                2.13842             24459               156.391             31413.2             24716.7             -1.65318            
2648                2.14458             24674               157.076             30966               24934.5             0.79087             
2649                2.15075             25246               158.887             30470.8             25120.7             0.116398            
2650                2.15691             25293               159.035             29930.2             25274.5             1.69216             
2651                2.16307             25666               160.203             29347               25395.8             0.0988429           
2652                2.16924             25500               159.684             28724               25484.3             0.000675304         
2653                2.1754              25540               159.809             28064.4             25539.9             0.21328             
2654                2.18156             25597               159.987             27371.5             25563               -0.535809           
2655                2.18772             25468               159.584             26648.6             25553.8             -0.521906           
2656                2.19389             25429               159.462             25899.1             25512.5             -0.0998256          
2657                2.20005             25424               159.446             25126.3             25440               -0.87639            
2658                2.20621             25197               158.732             24334               25336.6             -0.309736           
2659                2.21237             25154               158.597             23525.4             25203.3             -0.0199907          
2660                2.21854             25038               158.231             22704               25041.2             -0.599794           
2661                2.2247              24756               157.337             21873.3             24850.7             0.450096            
2662                2.23086             24704               157.172             21036.5             24633.5             0.729845            
2663                2.23702             24504               156.534             20196.8             24390.1             -0.897629           
2664                2.24319             23983               154.861             19357.4             24122.5             0.720936            
2665                2.24935             23943               154.732             18521.3             23831.8             -0.0775767          
2666                2.25551             23507               153.317             17691.2             23518.9             -1.54622            
2667                2.26167             22951               151.493             16869.8             23186               -2.19676            
2668                2.26784             22503               150.007             16059.6             22833.6             -2.41377            
2669                2.274               22104               148.671             15262.9             22464.1             -1.68909            
2670                2.28016             21828               147.74              14481.9             22078.4             -0.0690983          
2671                2.28632             21668               147.197             13718.4             21678.2             -1.16321            
2672                2.29249             21096               145.241             12974.2             21265.5             -1.05171            
2673                2.29865             20689               143.833             12250.7             20840.8             -1.83555            
2674                2.30481             20145               141.93              11549.5             20406.4             0.445513            
2675                2.31098             20026               141.51              10871.4             19963.2             -1.09584            
2676                2.31714             19360               139.137             10217.6             19513               -2.25234            
2677                2.3233              18748               136.92              9588.73             19057.5             -0.345358           
2678                2.32946             18550               136.195             8985.38             18597.2             -1.7141             
2679                2.33563             17904               133.802             8407.94             18134.2             -2.97867            
2680                2.34179             17276               131.434             7856.65             17669               -0.864013           
2681                2.34795             17090               130.725             7331.59             17203.4             0.246018            
2682                2.35411             16770               129.495             6832.7              16738.3             -1.18936            
2683                2.36028             16123               126.972             6359.77             16274.6             -0.467407           
2684                2.36644             15755               125.515             5912.48             15813.9             0.175671            
2685                2.3726              15378               124.004             5490.42             15356.3             -1.2651             
2686                2.37876             14749               121.441             5093.03             14903.3             -1.28442            
2687                2.38493             14301               119.583             4719.72             14455.2             -1.96092            
2688                2.39109             13782               117.393             4369.78             14013.2             -2.39946            
2689                2.39725             13300               115.321             4042.45             13577.9             -1.6667             
2690                2.40341             12959               113.833             3736.93             13149.6             -1.38572            
2691                2.40958             12573               112.125             3452.35             12729.1             -2.11556            
2692                2.41574             12083               109.918             3187.83             12316.6             -0.74838            
2693                2.4219              11831               108.766             2942.44             11912.8             -1.25864            
2694                2.42806             11383               106.686             2715.26             11517.9             0.292691            
2695                2.43423             11163               105.65              2505.34             11132.2             -0.84891            
2696                2.44039             10668               103.281             2311.75             10756.1             -0.0835978          
2697                2.44655             10381               101.882             2133.54             10389.6             -0.31688            
2698                2.45271             10001               100                 1969.8              10032.8             2.09115             
2699                2.45888             9893                99.4585             1819.61             9686.05             0.0706547           
2700                2.46504             9356                96.7212             1682.09             9349.2              0.849412            
2701                2.4712              9103                95.4044             1556.37             9022.38             -0.272352           
2702                2.47737             8680                93.1612             1441.63             8705.51             0.475369            
2703                2.48353             8442                91.8749             1337.07             8398.56             -0.837973           
2704                2.48969             8026                89.5824             1241.91             8101.49             -0.305846           
2705                2.49585             7787                88.2383             1155.42             7814.14             1.43125             
2706                2.50202             7661                87.5214             1076.92             7536.44             0.221434            
2707                2.50818             7287                85.3581             1005.74             7268.21             -2.08272            
2708                2.51434             6836                82.6741             941.255             7009.24             0.797988            
2709                2.5205              6825                82.6075             882.891             6759.47             0.971369            
2710                2.52667             6597                81.2158             830.097             6518.59             1.25301             
2711                2.53283             6386                79.9062             782.365             6286.49             0.0533577           
2712                2.53899             6067                77.8845             739.219             6062.87             2.27623             
2713                2.54515             6023                77.6015             700.221             5847.48             2.04658             
2714                2.55132             5795                76.1183             664.965             5640.22             0.872132            
2715                2.55748             5505                74.1889             633.075             5440.73             0.761898            
2716                2.56364             5304                72.8217             604.208             5248.89             1.81139             
2717                2.5698              5194                72.0625             578.05              5064.36             1.28577             
2718                2.57597             4977                70.5408             554.312             4886.93             -0.193946           
2719                2.58213             4703                68.5711             532.733             4716.4              0.73626             
2720                2.58829             4602                67.8307             513.076             4552.42             0.379934            
2721                2.59445             4420                66.4756             495.126             4394.93             -0.00841366         
2722                2.60062             4243                65.1306             478.688             4243.55             2.1188              
2723                2.60678             4235                65.0692             463.589             4098.17             -0.00746328         
2724                2.61294             3958                62.9047             449.67              3958.47             0.289396            
2725                2.6191              3842                61.9758             436.793             3824.21             0.70406             
2726                2.62527             3738                61.131              424.832             3695.3              0.530485            
2727                2.63143             3603                60.0167             413.676             3571.42             0.538623            
2728                2.63759             3484                59.0169             403.226             3452.48             2.15614             
2729                2.64376             3464                58.8473             393.394             3338.17             -0.549561           
2730                2.64992             3197                56.5332             384.105             3228.35             2.88814             
2731                2.65608             3287                57.3236             375.289             3122.85             1.97583             
2732                2.66224             3131                55.9464             366.889             3021.43             2.14067             
2733                2.66841             3041                55.1362             358.851             2924.02             0.125819            
2734                2.67457             2837                53.2541             351.131             2830.36             -0.386873           
2735                2.68073             2720                52.144              343.69              2740.37             0.973967            
2736                2.68689             2704                51.9904             336.493             2653.84             1.03347             
2737                2.69306             2623                51.2055             329.511             2570.59             -0.0511513          
