"Channel"           "Time, ns"          "Count"             "Error"             "Resolution"        "Fit"               "Chi^2"             
2368                0.419057            11                  3.16228             11.3766             11.3768             -0.578281           
2369                0.425219            9                   2.82843             11.3767             11.3769             -0.57829            
2370                0.431382            9                   2.82843             11.3769             11.3769             -0.0853461          
2371                0.437545            11                  3.16228             11.377              11.3769             1.57583             
2372                0.443707            18                  4.12311             11.3772             11.377              0.456061            
2373                0.44987             13                  3.4641              11.3774             11.377              -0.57834            
2374                0.456032            9                   2.82843             11.3776             11.3771             -0.578356           
2375                0.462195            9                   2.82843             11.3778             11.3772             0.182348            
2376                0.468358            12                  3.31662             11.3781             11.3772             -0.0854331          
2377                0.47452             11                  3.16228             11.3783             11.3773             0.946               
2378                0.480683            15                  3.74166             11.3786             11.3774             0.709452            
2379                0.486845            14                  3.60555             11.3789             11.3775             0.182235            
2380                0.493008            12                  3.31662             11.3793             11.3776             -1.50064            
2381                0.499171            6                   2.23607             11.3796             11.3777             -0.0855593          
2382                0.505333            11                  3.16228             11.38               11.3779             0.709314            
2383                0.511496            14                  3.60555             11.3804             11.378              -0.0856285          
2384                0.517658            11                  3.16228             11.3809             11.3782             -0.856333           
2385                0.523821            8                   2.64575             11.3814             11.3784             -0.085711           
2386                0.529984            11                  3.16228             11.3819             11.3785             -0.856433           
2387                0.536146            8                   2.64575             11.3825             11.3788             0.181838            
2388                0.542309            12                  3.31662             11.3831             11.379              0.181766            
2389                0.548471            12                  3.31662             11.3838             11.3792             1.37684             
2390                0.554634            17                  4                   11.3845             11.3795             -0.0859897          
2391                0.560797            11                  3.16228             11.3853             11.3798             -0.0860605          
2392                0.566959            11                  3.16228             11.3861             11.3801             0.708663            
2393                0.573122            14                  3.60555             11.387              11.3804             0.181305            
2394                0.579284            12                  3.31662             11.388              11.3808             0.454892            
2395                0.585447            13                  3.4641              11.389              11.3812             -0.579441           
2396                0.59161             9                   2.82843             11.3901             11.3816             -1.16227            
2397                0.597772            7                   2.44949             11.3913             11.3821             0.4545              
2398                0.603935            13                  3.4641              11.3926             11.3826             -0.0867497          
2399                0.610097            11                  3.16228             11.394              11.3831             -0.579951           
2400                0.61626             9                   2.82843             11.3955             11.3837             -0.324435           
2401                0.622423            10                  3                   11.3972             11.3843             1.94274             
2402                0.628585            20                  4.3589              11.3989             11.385              0.453607            
2403                0.634748            13                  3.4641              11.4008             11.3858             0.453384            
2404                0.64091             13                  3.4641              11.4028             11.3866             1.16544             
2405                0.647073            16                  3.87298             11.4049             11.3874             0.179099            
2406                0.653236            12                  3.31662             11.4072             11.3883             -0.0881504          
2407                0.659398            11                  3.16228             11.4097             11.3893             -0.0883914          
2408                0.665561            11                  3.16228             11.4124             11.3904             0.942313            
2409                0.671723            15                  3.74166             11.4152             11.3915             0.705327            
2410                0.677886            14                  3.60555             11.4183             11.3928             0.451271            
2411                0.684049            13                  3.4641              11.4215             11.3941             0.941276            
2412                0.690211            15                  3.74166             11.425              11.3955             0.176553            
2413                0.696374            12                  3.31662             11.4288             11.397              0.449984            
2414                0.702536            13                  3.4641              11.4328             11.3987             0.175559            
2415                0.708699            12                  3.31662             11.4371             11.4004             0.175007            
2416                0.714862            12                  3.31662             11.4417             11.4023             -0.584965           
2417                0.721024            9                   2.82843             11.4467             11.4043             0.447782            
2418                0.727187            13                  3.4641              11.4519             11.4065             -0.586058           
2419                0.733349            9                   2.82843             11.4576             11.4088             -0.864687           
2420                0.739512            8                   2.64575             11.4636             11.4113             -0.865363           
2421                0.745675            8                   2.64575             11.47               11.414              -0.0943812          
2422                0.751837            11                  3.16228             11.4769             11.4168             -1.1723             
2423                0.758               7                   2.44949             11.4842             11.4199             0.443097            
2424                0.764162            13                  3.4641              11.4921             11.4232             0.696154            
2425                0.770325            14                  3.60555             11.5004             11.4267             -0.0974549          
2426                0.776488            11                  3.16228             11.5094             11.4304             0.439935            
2427                0.78265             13                  3.4641              11.5189             11.4344             -0.871628           
2428                0.788813            8                   2.64575             11.529              11.4387             -0.594441           
2429                0.794975            9                   2.82843             11.5399             11.4433             1.15009             
2430                0.801138            16                  3.87298             11.5514             11.4482             0.688929            
2431                0.807301            14                  3.60555             11.5637             11.4534             0.433043            
2432                0.813463            13                  3.4641              11.5768             11.4589             -0.105261           
2433                0.819626            11                  3.16228             11.5907             11.4649             0.429589            
2434                0.825788            13                  3.4641              11.6055             11.4712             -0.108229           
2435                0.831951            11                  3.16228             11.6213             11.478              0.680316            
2436                0.838114            14                  3.60555             11.6381             11.4852             0.14848             
2437                0.844276            12                  3.31662             11.6559             11.4929             0.9137              
2438                0.850439            15                  3.74166             11.6749             11.5011             0.673655            
2439                0.856601            14                  3.60555             11.6951             11.5098             -0.117542           
2440                0.862764            11                  3.16228             11.7165             11.5191             1.53965             
2441                0.868927            18                  4.12311             11.7393             11.529              -0.12217            
2442                0.875089            11                  3.16228             11.7634             11.5396             -0.124709           
2443                0.881252            11                  3.16228             11.7891             11.5508             2.24241             
2444                0.887414            22                  4.58258             11.8163             11.5627             -0.130284           
2445                0.893577            11                  3.16228             11.8452             11.5754             1.11453             
2446                0.89974             16                  3.87298             11.8758             11.5889             -0.136584           
2447                0.905902            11                  3.16228             11.9083             11.6032             1.8901              
2448                0.912065            20                  4.3589              11.9428             11.6185             0.106978            
2449                0.918227            12                  3.31662             11.9793             11.6346             0.378844            
2450                0.92439             13                  3.4641              12.0179             11.6518             1.09402             
2451                0.930553            16                  3.87298             12.0588             11.6701             0.0909357           
2452                0.936715            12                  3.31662             12.1022             11.6894             0.0849193           
2453                0.942878            12                  3.31662             12.148              11.71               -0.945911           
2454                0.94904             8                   2.64575             12.1965             11.7318             2.03377             
2455                0.955203            21                  4.47214             12.2479             11.7549             0.841035            
2456                0.961366            15                  3.74166             12.3021             11.7794             0.0570081           
2457                0.967528            12                  3.31662             12.3595             11.8053             -0.689214           
2458                0.973691            9                   2.82843             12.4201             11.8328             0.319807            
2459                0.979853            13                  3.4641              12.4842             11.8619             0.0314028           
2460                0.986016            12                  3.31662             12.5518             11.8928             -0.711737           
2461                0.992179            9                   2.82843             12.6232             11.9254             0.292269            
2462                0.998341            13                  3.4641              12.6986             11.9599             0.542008            
2463                1.0045              14                  3.60555             12.7781             11.9965             2.30321             
2464                1.01067             23                  4.69042             12.862              12.0351             1.40952             
2465                1.01683             18                  4.12311             12.9505             12.0759             0.980572            
2466                1.02299             16                  3.87298             13.0438             12.1191             1.18449             
2467                1.02915             17                  4                   13.1421             12.1647             0.483452            
2468                1.03532             14                  3.60555             13.2456             12.2129             -0.0578502          
2469                1.04148             12                  3.31662             13.3547             12.2638             -0.543134           
2470                1.04764             10                  3                   13.4695             12.3175             0.916118            
2471                1.0538              16                  3.87298             13.5904             12.3742             0.670081            
2472                1.05997             15                  3.74166             13.7176             12.434              0.653607            
2473                1.06613             15                  3.74166             13.8514             12.4971             -0.123601           
2474                1.07229             12                  3.31662             13.9922             12.5636             1.66114             
2475                1.07845             20                  4.3589              14.1401             12.6338             0.83187             
2476                1.08462             16                  3.87298             14.2956             12.7076             0.0602782           
2477                1.09078             13                  3.4641              14.4589             12.7855             0.79149             
2478                1.09694             16                  3.87298             14.6305             12.8674             1.39952             
2479                1.10311             19                  4.24264             14.8107             12.9538             0.968926            
2480                1.10927             17                  4                   14.9998             13.0447             0.485653            
2481                1.11543             15                  3.74166             15.1983             13.1402             0.920866            
2482                1.12159             17                  4                   15.4065             13.2409             -0.295314           
2483                1.12776             12                  3.31662             15.6248             13.3466             -0.0974505          
2484                1.13392             13                  3.4641              15.8537             13.4578             0.11507             
2485                1.14008             14                  3.60555             16.0936             13.5746             2.57614             
2486                1.14624             27                  5.09902             16.345              13.6974             0.993021            
2487                1.15241             18                  4.12311             16.6083             13.8264             2.06351             
2488                1.15857             24                  4.79583             16.884              13.9618             0.479048            
2489                1.16473             16                  3.87298             17.1726             14.104              1.66438             
2490                1.17089             22                  4.58258             17.4746             14.2532             2.28786             
2491                1.17706             26                  5                   17.7906             14.4097             1.22362             
2492                1.18322             20                  4.3589              18.121              14.5739             0.984672            
2493                1.18938             19                  4.24264             18.4665             14.746              1.51972             
2494                1.19554             22                  4.58258             18.8275             14.9265             -0.0232852          
2495                1.20171             15                  3.74166             19.2048             15.1155             2.10944             
2496                1.20787             26                  5                   19.5988             15.3135             -0.105054           
2497                1.21403             15                  3.74166             20.0103             15.5209             1.15754             
2498                1.22019             21                  4.47214             20.4398             15.738              1.10753             
2499                1.22636             21                  4.47214             20.888              15.9654             1.05523             
2500                1.23252             21                  4.47214             21.3557             16.2031             0.134268            
2501                1.23868             17                  4                   21.8434             16.4519             1.32083             
2502                1.24485             23                  4.69042             22.3518             16.7119             0.466691            
2503                1.25101             19                  4.24264             22.8818             16.9838             1.01664             
2504                1.25717             22                  4.58258             23.4341             17.2681             2.13583             
2505                1.26333             29                  5.2915              24.0094             17.5649             0.687436            
2506                1.2695              21                  4.47214             24.6085             17.875              1.86346             
2507                1.27566             28                  5.19615             25.2322             18.1987             0.744066            
2508                1.28182             22                  4.58258             25.8814             18.5367             1.05055             
2509                1.28798             24                  4.79583             26.5569             18.8895             -1.08841            
2510                1.29415             14                  3.60555             27.2596             19.2574             0.506745            
2511                1.30031             22                  4.58258             27.9905             19.6414             -0.383663           
2512                1.30647             18                  4.12311             28.7504             20.0415             -0.0827037          
2513                1.31263             20                  4.3589              29.5404             20.4587             -0.348357           
2514                1.3188              19                  4.24264             30.3615             20.8934             -0.242746           
2515                1.32496             20                  4.3589              31.2148             21.3464             1.80936             
2516                1.33112             32                  5.56776             32.1013             21.8185             2.42606             
2517                1.33728             37                  6                   33.0224             22.3099             0.438616            
2518                1.34345             25                  4.89898             33.9792             22.8217             -0.416304           
2519                1.34961             21                  4.47214             34.9731             23.3543             -0.903147           
2520                1.35577             19                  4.24264             36.0055             23.9088             0.486883            
2521                1.36193             27                  5.09902             37.078              24.4858             -0.182042           
2522                1.3681              24                  4.79583             38.1923             25.0862             0.435164            
2523                1.37426             28                  5.19615             39.3502             25.7112             1.75702             
2524                1.38042             37                  6                   40.5537             26.361              0.366591            
2525                1.38658             29                  5.2915              41.8051             27.0373             0.920234            
2526                1.39275             33                  5.65685             43.1068             27.7406             0.79216             
2527                1.39891             33                  5.65685             44.4617             28.4726             -0.0363876          
2528                1.40507             29                  5.2915              45.8729             29.2346             -0.483565           
2529                1.41124             27                  5.09902             47.344              30.0272             1.31023             
2530                1.4174              39                  6.16441             48.8789             30.8528             1.02457             
2531                1.42356             38                  6.08276             50.4823             31.7121             0.878621            
2532                1.42972             38                  6.08276             52.1594             32.6078             1.58273             
2533                1.43589             44                  6.55744             53.9162             33.5414             -0.074797           
2534                1.44205             34                  5.74456             55.7597             34.5152             0.402067            
2535                1.44821             38                  6.08276             57.6979             35.5325             -1.3525             
2536                1.45437             28                  5.19615             59.7398             36.5944             -0.691798           
2537                1.46054             33                  5.65685             61.8961             37.706              -1.18729            
2538                1.4667              31                  5.47723             64.1789             38.8689             -1.54317            
2539                1.47286             30                  5.38516             66.6021             40.0893             -0.325043           
2540                1.47902             39                  6.16441             69.1821             41.3723             -1.76841            
2541                1.48519             31                  5.47723             71.9372             42.7203             -1.31128            
2542                1.49135             35                  5.83095             74.8889             44.1428             0.341427            
2543                1.49751             48                  6.85565             78.0617             45.6428             -1.9211             
2544                1.50367             34                  5.74456             81.4837             47.2327             0.428583            
2545                1.50984             52                  7.14143             85.1871             48.9194             -0.601821           
2546                1.516               46                  6.7082              89.2087             50.7132             -1.12312            
2547                1.52216             44                  6.55744             93.5907             52.6295             -0.836802           
2548                1.52832             48                  6.85565             98.3808             54.6746             -1.53039            
2549                1.53449             45                  6.63325             103.634             56.8726             -0.0265321          
2550                1.54065             59                  7.61577             109.411             59.2315             -1.05476            
2551                1.54681             53                  7.2111              115.783             61.7818             -0.400754           
2552                1.55298             61                  7.74597             122.829             64.5479             -1.35343            
2553                1.55914             56                  7.4162              130.637             67.5419             -1.47923            
2554                1.5653              58                  7.54983             139.31              70.8095             -2.02059            
2555                1.57146             57                  7.48331             148.958             74.365              0.304288            
2556                1.57763             81                  8.94427             159.71              78.2671             1.27972             
2557                1.58379             95                  9.69536             171.706             82.5489             0.393323            
2558                1.58995             91                  9.48683             185.103             87.2548             -2.14779            
2559                1.59611             72                  8.42615             200.076             92.4568             0.991388            
2560                1.60228             108                 10.3441             216.821             98.181              -2.6883             
2561                1.60844             78                  8.77496             235.55              104.532             -1.53476            
2562                1.6146              95                  9.69536             256.502             111.546             -0.0302814          
2563                1.62076             119                 10.8628             279.938             119.346             -1.25416            
2564                1.62693             114                 10.6301             306.143             128.033             -0.642239           
2565                1.63309             130                 11.3578             335.431             137.651             0.5536              
2566                1.63925             155                 12.4097             368.144             148.379             -0.406738           
2567                1.64541             155                 12.4097             404.654             160.271             -1.51246            
2568                1.65158             154                 12.3693             445.364             173.541             1.06776             
2569                1.65774             203                 14.2127             490.712             188.311             1.46297             
2570                1.6639              226                 15                  541.169             204.726             -0.396044           
2571                1.67006             217                 14.6969             597.24              223.035             -0.0199335          
2572                1.67623             243                 15.5563             659.469             243.321             -1.88512            
2573                1.68239             236                 15.3297             728.436             265.918             -0.226112           
2574                1.68855             287                 16.9115             804.758             290.945             2.12964             
2575                1.69471             358                 18.8944             889.088             318.756             -0.244189           
2576                1.70088             345                 18.5472             982.12              349.659             -0.238592           
2577                1.70704             379                 19.4422             1084.58             383.766             0.465173            
2578                1.7132              431                 20.7364             1197.24             421.573             1.50508             
2579                1.71937             496                 22.2486             1320.88             463.224             -1.21371            
2580                1.72553             482                 21.9317             1456.35             509.26              -0.54439            
2581                1.73169             547                 23.3666             1604.5              560.007             0.857805            
2582                1.73785             637                 25.219              1766.21             615.775             -1.48019            
2583                1.74402             639                 25.2587             1942.4              677.164             0.173171            
2584                1.75018             749                 27.3496             2133.98             744.346             0.562132            
2585                1.75634             834                 28.8617             2341.9              818.045             -0.547267           
2586                1.7625              882                 29.6816             2567.11             898.529             -1.16392            
2587                1.76867             950                 30.8058             2810.54             986.461             -0.679549           
2588                1.77483             1060                32.5423             3073.13             1082.47             0.736876            
2589                1.78099             1212                34.7994             3355.81             1186.71             0.77633             
2590                1.78715             1328                36.428              3659.48             1300.09             0.51067             
2591                1.79332             1442                37.9605             3985                1422.86             1.90824             
2592                1.79948             1632                40.3856             4333.21             1555.86             -1.33044            
2593                1.80564             1645                40.5463             4704.88             1699.63             -2.03414            
2594                1.8118              1768                42.0357             5100.71             1854.55             -0.631412           
2595                1.81797             1993                44.6318             5521.34             2021.51             -1.73343            
2596                1.82413             2120                46.0326             5967.34             2200.68             0.473212            
2597                1.83029             2416                49.1426             6439.14             2392.98             0.203063            
2598                1.83645             2609                51.0686             6937.09             2598.73             -0.781528           
2599                1.84262             2777                52.6878             7461.43             2818.58             -2.03126            
2600                1.84878             2942                54.231              8012.25             3053.2              -0.88065            
2601                1.85494             3252                57.0175             8589.49             3302.66             0.273734            
2602                1.86111             3584                59.8582             9192.96             3567.75             1.59387             
2603                1.86727             3948                62.8252             9822.31             3848.65             0.330205            
2604                1.87343             4167                64.5446             10477               4145.85             0.784098            
2605                1.87959             4512                67.164              11156.3             4459.72             -0.580655           
2606                1.88576             4750                68.913              11859.3             4790.31             1.06001             
2607                1.89192             5214                72.2011             12584.9             5137.99             -0.574598           
2608                1.89808             5460                73.885              13331.9             5502.75             0.774669            
2609                1.90424             5944                77.0909             14098.7             5884.66             0.0154547           
2610                1.91041             6285                79.2717             14883.7             6283.78             0.675206            
2611                1.91657             6755                82.1827             15685               6699.84             -1.80474            
2612                1.92273             6981                83.5464             16500.4             7132.7              -0.00119794         
2613                1.92889             7582                87.0689             17327.8             7582.1              1.01983             
2614                1.93506             8139                90.2109             18164.6             8047.5              0.816314            
2615                1.94122             8604                92.7524             19008.3             8528.69             -0.290491           
2616                1.94738             8997                94.8472             19856               9024.7              -0.397893           
2617                1.95354             9496                97.4423             20704.7             9534.97             0.720578            
2618                1.95971             10131               100.648             21551.5             10058.8             -0.203364           
2619                1.96587             10574               102.825             22393               10595               -0.199024           
2620                1.97203             11122               105.456             23226.1             11143.1             1.79316             
2621                1.97819             11896               109.064             24047.2             11701.3             -0.134896           
2622                1.98436             12254               110.693             24852.9             12269               1.62382             
2623                1.99052             13029               114.14              25639.8             12844.5             -1.09661            
2624                1.99668             13299               115.317             26404.4             13426               0.24482             
2625                2.00284             14042               118.495             27143.2             14013.1             -0.0515289          
2626                2.00901             14597               120.814             27852.8             14603.3             2.41409             
2627                2.01517             15495               124.475             28529.7             15195.7             0.0405408           
2628                2.02133             15793               125.666             29170.8             15787.9             -0.095232           
2629                2.0275              16366               127.926             29772.9             16378.2             1.0171              
2630                2.03366             17098               130.755             30332.9             16965.5             1.12448             
2631                2.03982             17696               133.023             30848.1             17547               0.0452832           
2632                2.04598             18128               134.637             31315.7             18121.9             0.517015            
2633                2.05215             18758               136.956             31733.5             18687.4             -0.268104           
2634                2.05831             19205               138.578             32099.1             19242.3             2.17121             
2635                2.06447             20091               141.739             32410.7             19784.3             1.4841              
2636                2.07063             20523               143.255             32666.6             20311.1             0.88573             
2637                2.0768              20950               144.738             32865.5             20822.2             -0.702815           
2638                2.08296             21212               145.64              33006.3             21314.7             0.463352            
2639                2.08912             21856               147.834             33088.3             21787.7             2.09812             
2640                2.09528             22553               150.173             33111               22239               3.2326              
2641                2.10145             23157               152.171             33074.3             22666.7             1.50308             
2642                2.10761             23299               152.637             32978.5             23070.3             0.00952795          
2643                2.11377             23449               153.127             32824.2             23447.5             0.60393             
2644                2.11993             23891               154.564             32612               23798               -1.1516             
2645                2.1261              23941               154.726             32343.3             24119.8             -0.877357           
2646                2.13226             24275               155.801             32019.5             24412.1             0.552921            
2647                2.13842             24761               157.353             31642.4             24674.3             0.824507            
2648                2.14458             25035               158.221             31213.9             24905               -0.0706277          
2649                2.15075             25093               158.405             30736.3             25104.2             -0.0762144          
2650                2.15691             25259               158.928             30212.1             25271.2             -0.466712           
2651                2.16307             25331               159.154             29644.1             25405.5             0.162288            
2652                2.16924             25533               159.787             29035.1             25507.1             0.302061            
2653                2.1754              25624               160.072             28388.2             25575.8             0.832815            
2654                2.18156             25745               160.449             27706.5             25611.8             0.892097            
2655                2.18772             25758               160.49              26993.5             25615.3             -0.896454           
2656                2.19389             25443               159.505             26252.5             25586.4             -0.656978           
2657                2.20005             25421               159.437             25486.8             25526.1             -0.805113           
2658                2.20621             25306               159.075             24700.1             25434.5             -1.30635            
2659                2.21237             25105               158.442             23895.8             25312.6             -0.261172           
2660                2.21854             25120               158.49              23077.3             25161.5             -2.64937            
2661                2.2247              24565               156.729             22248.1             24981.6             0.194804            
2662                2.23086             24805               157.493             21411.5             24774.4             -0.622088           
2663                2.23702             24443               156.339             20570.9             24540.6             -0.897357           
2664                2.24319             24142               155.374             19729.2             24281.9             -0.571145           
2665                2.24935             23911               154.629             18889.7             23999.6             -1.08211            
2666                2.25551             23528               153.385             18055.1             23694.5             -2.84833            
2667                2.26167             22936               151.443             17228.3             23368.8             -1.379              
2668                2.26784             22814               151.04              16411.7             23023               -3.51939            
2669                2.274               22134               148.772             15607.8             22659.4             -1.75976            
2670                2.28016             22017               148.378             14818.7             22279               -1.42498            
2671                2.28632             21673               147.214             14046.5             21883.5             -3.13369            
2672                2.29249             21019               144.976             13292.9             21474.9             -0.872191           
2673                2.29865             20927               144.658             12559.6             21053.6             -1.52857            
2674                2.30481             20403               142.836             11848               20622.1             -0.950782           
2675                2.31098             20046               141.58              11159.2             20181.1             0.124068            
2676                2.31714             19750               140.531             10494.4             19732.6             -1.40838            
2677                2.3233              19083               138.138             9854.32             19278.3             -2.46641            
2678                2.32946             18482               135.945             9239.6              18818.5             -1.61742            
2679                2.33563             18137               134.67              8650.71             18355.6             -0.732062           
2680                2.34179             17792               133.383             8087.95             17890               -0.905227           
2681                2.34795             17304               131.541             7551.47             17423.5             -0.629644           
2682                2.35411             16875               129.9               7041.25             16957.1             -1.26082            
2683                2.36028             16330               127.785             6557.14             16491.8             -0.91556            
2684                2.36644             15913               126.143             6098.88             16029               1.17004             
2685                2.3726              15715               125.355             5666.07             15568.9             -1.16495            
2686                2.37876             14970               122.348             5258.21             15113.1             -1.14881            
2687                2.38493             14523               120.507             4874.73             14662               -0.877118           
2688                2.39109             14112               118.79              4514.95             14216.6             -0.457361           
2689                2.39725             13724               117.145             4178.14             13777.8             1.18778             
2690                2.40341             13483               116.112             3863.5              13345.7             -0.0632308          
2691                2.40958             12914               113.635             3570.2              12921.2             -0.603626           
2692                2.41574             12437               111.517             3297.35             12504.6             -1.02322            
2693                2.4219              11984               109.467             3044.04             12096.5             -1.32689            
2694                2.42806             11554               107.485             2809.34             11697.3             -0.0386586          
2695                2.43423             11303               106.311             2592.32             11307.1             -0.061758           
2696                2.44039             10920               104.494             2392.02             10926.5             1.30862             
2697                2.44655             10690               103.388             2207.51             10555.4             0.278043            
2698                2.45271             10222               101.099             2037.86             10194               1.15224             
2699                2.45888             9957                99.7798             1882.14             9842.6              -0.934544           
2700                2.46504             9410                97                  1739.46             9501.12             -0.93643            
2701                2.4712              9080                95.2838             1608.95             9169.7              -1.29102            
2702                2.47737             8727                93.4131             1489.77             8848.25             -0.299417           
2703                2.48353             8509                92.2388             1381.09             8536.77             -0.386813           
2704                2.48969             8200                90.5483             1282.13             8235.22             -0.116736           
2705                2.49585             7933                89.0618             1192.15             7943.46             1.1709              
2706                2.50202             7764                88.1079             1110.44             7661.41             -0.497809           
2707                2.50818             7346                85.703              1036.32             7388.92             1.45578             
2708                2.51434             7249                85.1352             969.151             7125.78             1.52806             
2709                2.5205              6999                83.654              908.338             6871.92             1.2869              
2710                2.52667             6732                82.0427             853.318             6627.05             1.35947             
2711                2.53283             6500                80.6164             803.566             6391.07             -1.23315            
2712                2.53899             6067                77.8845             758.592             6163.67             0.642114            
2713                2.54515             5994                77.4145             717.943             5944.61             0.0427448           
2714                2.55132             5737                75.7364             681.198             5733.78             0.48805             
2715                2.55748             5567                74.6056             647.97              5530.83             1.0993              
2716                2.56364             5416                73.5867             617.903             5335.65             1.92661             
2717                2.5698              5287                72.7049             590.669             5147.87             0.195223            
2718                2.57597             4981                70.5691             565.971             4967.32             1.7133              
2719                2.58213             4913                70.0857             543.536             4793.76             2.11615             
2720                2.58829             4772                69.0724             523.116             4626.87             0.412211            
2721                2.59445             4494                67.0298             504.487             4466.57             1.44947             
2722                2.60062             4408                66.3852             487.448             4312.49             1.50493             
2723                2.60678             4262                65.2763             471.815             4164.5              1.25417             
2724                2.61294             4102                64.0391             457.424             4022.3              1.9797              
2725                2.6191              4010                63.3167             444.13              3885.62             3.32435             
2726                2.62527             3962                62.9365             431.8               3754.41             0.776749            
2727                2.63143             3675                60.6135             420.319             3628.3              1.14316             
2728                2.63759             3575                59.7829             409.581             3507.22             1.7596              
2729                2.64376             3494                59.1016             399.496             3390.87             1.5455              
2730                2.64992             3368                58.0259             389.982             3279.08             0.326958            
2731                2.65608             3190                56.4712             380.968             3171.7              0.445255            
2732                2.66224             3093                55.6058             372.391             3068.46             1.8694              
2733                2.66841             3072                55.4166             364.197             2969.32             0.0752674           
2734                2.67457             2878                53.6377             356.338             2874                -0.479494           
2735                2.68073             2757                52.4976             348.771             2782.42             1.71509             
2736                2.68689             2784                52.7541             341.462             2694.36             0.985899            
