"Channel"           "Time, ns"          "Count"             "Error"             "Resolution"        "Fit"               "Chi^2"             
2734                2.67457             2851                53.3854             349.777             2849.26             1.07527             
2735                2.68073             2815                53.0471             342.286             2758.49             2.49446             
2736                2.68689             2802                52.9245             335.046             2671.2              1.13436             
2737                2.69306             2645                51.4198             328.027             2587.22             0.170677            
2738                2.69922             2515                50.1398             321.203             2506.53             -1.11461            
2739                2.70538             2374                48.7134             314.553             2428.87             2.78821             
2740                2.71154             2492                49.9099             308.057             2354.2              1.41035             
2741                2.71771             2350                48.4665             301.7               2282.33             -0.0243848          
2742                2.72387             2212                47.0213             295.468             2213.16             -0.744524           
2743                2.73003             2112                45.9456             289.351             2146.59             -0.227275           
2744                2.73619             2072                45.5082             283.339             2082.46             0.475713            
2745                2.74236             2042                45.1774             277.424             2020.74             -1.25148            
2746                2.74852             1906                43.6463             271.6               1961.27             0.0929531           
2747                2.75468             1908                43.6692             265.862             1903.99             0.216532            
2748                2.76084             1858                43.0929             260.205             1848.77             0.249474            
2749                2.76701             1806                42.4853             254.627             1795.52             1.00056             
2750                2.77317             1786                42.2493             249.124             1744.21             -0.0409819          
2751                2.77933             1693                41.1339             243.696             1694.71             0.373151            
2752                2.7855              1662                40.7554             238.339             1646.97             -1.78963            
2753                2.79166             1530                39.1024             233.054             1600.9              0.295883            
2754                2.79782             1568                39.5854             227.84              1556.43             0.194562            
2755                2.80398             1521                38.9872             222.696             1513.51             -1.25629            
2756                2.81015             1424                37.7227             217.622             1472.04             1.57339             
2757                2.81631             1492                38.6135             212.618             1432.01             1.00941             
2758                2.82247             1431                37.8153             207.684             1393.32             0.656513            
2759                2.82863             1380                37.1349             202.82              1355.94             -1.29341            
2760                2.8348              1273                35.6651             198.027             1319.8              0.704897            
2761                2.84096             1310                36.1801             193.305             1284.84             -0.253004           
2762                2.84712             1242                35.2278             188.655             1251.04             -1.27531            
2763                2.85328             1174                34.2491             184.077             1218.34             0.301905            
2764                2.85945             1197                34.5832             179.57              1186.7              0.939671            
2765                2.86561             1188                34.4529             175.136             1156.08             -2.2909             
2766                2.87177             1051                32.4037             170.775             1126.42             -0.170263           
2767                2.87793             1092                33.0303             166.487             1097.71             0.00343808          
2768                2.8841              1070                32.6956             162.273             1069.89             -0.800904           
2769                2.89026             1017                31.8748             158.132             1042.94             -0.6495             
2770                2.89642             996                 31.5436             154.066             1016.83             -0.330328           
2771                2.90258             981                 31.305              150.073             991.513             -0.189391           
2772                2.90875             961                 30.9839             146.154             966.967             0.650035            
2773                2.91491             963                 31.0161             142.31              943.15              -0.790467           
2774                2.92107             896                 29.9166             138.539             920.06              -0.853992           
2775                2.92724             872                 29.5127             134.843             897.649             -0.23034            
2776                2.9334              869                 29.4618             131.22              875.906             -0.94994            
2777                2.93956             827                 28.7402             127.671             854.797             -1.0499             
2778                2.94572             804                 28.3373             124.196             834.299             1.13964             
2779                2.95189             847                 29.0861             120.794             814.398             -0.565198           
2780                2.95805             779                 27.8927             117.464             795.06              0.0991983           
2781                2.96421             779                 27.8927             114.207             776.28              -2.11362            
2782                2.97037             701                 26.4575             111.022             758.028             -1.00312            
2783                2.97654             713                 26.6833             107.909             740.292             0.892519            
2784                2.9827              747                 27.313              104.867             723.048             0.294496            
2785                2.98886             714                 26.7021             101.895             706.277             -0.718481           
2786                2.99502             671                 25.8844             98.9926             689.974             -0.0799637          
2787                3.00119             672                 25.9037             96.1598             674.113             -0.10292            
2788                3.00735             656                 25.593              93.3955             658.688             -2.58973            
2789                3.01351             580                 24.0624             90.699              643.677             0.876588            
2790                3.01967             651                 25.4951             88.0697             629.068             -0.594069           
2791                3.02584             600                 24.4745             85.5067             614.852             -0.730559           
2792                3.032               583                 24.1247             83.0092             601.009             -1.65318            
2793                3.03816             548                 23.388              80.5764             587.535             -2.02087            
2794                3.04432             527                 22.9347             78.2074             574.413             -0.655004           
2795                3.05049             546                 23.3452             75.9014             561.636             -0.557546           
2796                3.05665             536                 23.1301             73.6575             549.19              -0.558257           
2797                3.06281             524                 22.8692             71.4746             537.061             -0.881234           
2798                3.06897             505                 22.4499             69.352              525.249             -2.44773            
2799                3.07514             460                 21.4243             67.2886             513.736             -1.18795            
2800                3.0813              476                 21.7945             65.2835             502.519             0.24842             
2801                3.08746             497                 22.2711             63.3357             491.585             -0.813918           
2802                3.09363             463                 21.4942             61.4442             480.925             0.162847            
2803                3.09979             474                 21.7486             59.608              470.535             1.27788             
2804                3.10595             488                 22.0681             57.826              460.402             -0.679147           
2805                3.11211             436                 20.8567             56.0973             450.525             -0.560384           
2806                3.11828             429                 20.6882             54.4207             440.89              -2.20507            
2807                3.12444             387                 19.6469             52.7954             431.495             -0.0157321          
2808                3.1306              422                 20.5183             51.2202             422.331             -0.652928           
2809                3.13676             400                 19.975              49.6942             413.389             0.815596            
2810                3.14293             421                 20.4939             48.2162             404.668             -0.859003           
2811                3.14909             379                 19.4422             46.7852             396.158             -3.33233            
2812                3.15525             326                 18.0278             45.4002             387.856             -0.908912           
2813                3.16141             362                 19                  44.0602             379.754             0.584698            
2814                3.16758             383                 19.5448             42.7641             371.846             -0.895193           
2815                3.17374             347                 18.6011             41.5109             364.129             0.345073            
2816                3.1799              363                 19.0263             40.2995             356.596             -1.58973            
2817                3.18606             320                 17.8606             39.1291             349.244             -0.976183           
2818                3.19223             324                 17.9722             37.9984             342.066             0.164348            
2819                3.19839             338                 18.3576             36.9066             335.06              0.436252            
2820                3.20455             336                 18.303              35.8527             328.219             -1.67871            
2821                3.21071             292                 17.0587             34.8356             321.537             1.92065             
2822                3.21688             350                 18.6815             33.8545             315.015             -1.78371            
2823                3.22304             278                 16.6433             32.9083             308.646             0.384763            
2824                3.2292              309                 17.5499             31.9961             302.426             -0.304643           
2825                3.23536             291                 17.0294             31.1169             296.351             -0.96232            
2826                3.24153             274                 16.5227             30.2699             290.418             -1.10737            
2827                3.24769             266                 16.2788             29.454              284.623             -0.892907           
2828                3.25385             264                 16.2173             28.6685             278.961             -0.143322           
2829                3.26002             271                 16.4317             27.9125             273.432             -0.605302           
2830                3.26618             258                 16.0312             27.185              268.03              1.06198             
2831                3.27234             280                 16.7033             26.4852             262.753             -0.218711           
2832                3.2785              254                 15.906              25.8122             257.597             -0.467682           
2833                3.28467             245                 15.6205             25.1654             252.558             -1.73247            
2834                3.29083             221                 14.8324             24.5437             247.636             -0.430065           
2835                3.29699             236                 15.3297             23.9465             242.825             0.0584386           
2836                3.30315             239                 15.4272             23.3729             238.125             -0.09732            
2837                3.30932             232                 15.1987             22.8223             233.532             -1.47972            
2838                3.31548             207                 14.3527             22.2938             229.042             -1.97498            
2839                3.32164             196                 13.9642             21.7867             224.655             0.387449            
2840                3.3278              226                 15                  21.3003             220.366             -2.13288            
2841                3.33397             186                 13.6015             20.8339             216.175             -0.340834           
2842                3.34013             207                 14.3527             20.3869             212.077             -0.0719676          
2843                3.34629             207                 14.3527             19.9585             208.072             0.132983            
2844                3.35245             206                 14.3178             19.5481             204.157             -0.438314           
2845                3.35862             194                 13.8924             19.1551             200.328             1.69843             
2846                3.36478             221                 14.8324             18.7788             196.586             1.2878              
2847                3.37094             211                 14.4914             18.4187             192.927             -0.819364           
2848                3.3771              178                 13.3041             18.0742             189.349             0.679082            
2849                3.38327             195                 13.9284             17.7447             185.851             -0.393038           
2850                3.38943             177                 13.2665             17.4296             182.429             -0.746426           
2851                3.39559             169                 12.9615             17.1284             179.084             -0.205803           
2852                3.40176             173                 13.1149             16.8406             175.812             -1.35897            
2853                3.40792             155                 12.4097             16.5657             172.612             -0.110043           
2854                3.41408             168                 12.9228             16.3031             169.482             -0.333995           
2855                3.42024             162                 12.6886             16.0524             166.421             -0.260436           
2856                3.42641             160                 12.6095             15.8132             163.427             1.2879              
2857                3.43257             177                 13.2665             15.585              160.497             1.28876             
2858                3.43873             174                 13.1529             15.3673             157.632             0.823258            
2859                3.44489             165                 12.8062             15.1597             154.829             0.730734            
2860                3.45106             161                 12.6491             14.9618             152.086             -0.761799           
2861                3.45722             140                 11.7898             14.7733             149.403             1.47498             
2862                3.46338             165                 12.8062             14.5937             146.777             -1.37063            
2863                3.46954             128                 11.2694             14.4226             144.207             0.0268905           
2864                3.47571             142                 11.8743             14.2598             141.693             -0.602688           
2865                3.48187             132                 11.4455             14.1048             139.232             0.366806            
2866                3.48803             141                 11.8322             13.9573             136.824             0.744026            
2867                3.49419             143                 11.9164             13.817              134.467             0.3437              
2868                3.50036             136                 11.619              13.6837             132.16              1.38861             
2869                3.50652             146                 12.0416             13.5569             129.901             -0.404315           
2870                3.51268             123                 11.0454             13.4364             127.691             -0.571484           
2871                3.51884             119                 10.8628             13.3219             125.526             -0.934114           
2872                3.52501             113                 10.583              13.2132             123.408             2.12765             
2873                3.53117             146                 12.0416             13.11               121.333             0.532957            
2874                3.53733             125                 11.1355             13.0121             119.302             0.80914             
2875                3.5435              126                 11.1803             12.9191             117.313             -0.866513           
2876                3.54966             106                 10.247              12.831              115.365             2.17999             
2877                3.55582             138                 11.7047             12.7474             113.458             1.34224             
2878                3.56198             126                 11.1803             12.6681             111.59              -0.82936            
2879                3.56815             101                 10                  12.593              109.76              0.496176            
2880                3.57431             113                 10.583              12.5219             107.968             -0.563025           
2881                3.58047             100                 9.94987             12.4545             106.212             0.354146            
2882                3.58663             108                 10.3441             12.3907             104.492             0.0199205           
2883                3.5928              103                 10.0995             12.3303             102.808             -0.288756           
2884                3.59896             98                  9.84886             12.2731             101.157             0.152709            
2885                3.60512             101                 10                  12.2191             99.5398             1.20451             
2886                3.61128             110                 10.4403             12.168              97.9549             0.16169             
2887                3.61745             98                  9.84886             12.1196             96.4021             0.840457            
2888                3.62361             103                 10.0995             12.0739             94.8802             0.66222             
2889                3.62977             100                 9.94987             12.0308             93.3889             0.0076083           
2890                3.63593             92                  9.53939             11.99               91.9272             1.19701             
2891                3.6421              102                 10.0499             11.9515             90.4945             -0.806031           
2892                3.64826             81                  8.94427             11.9152             89.0902             1.23072             
2893                3.65442             100                 9.94987             11.8809             87.7134             0.985201            
2894                3.66058             96                  9.74679             11.8485             86.3639             0.625856            
2895                3.66675             91                  9.48683             11.818              85.0407             1.05976             
2896                3.67291             94                  9.64365             11.7893             83.7436             0.274784            
2897                3.67907             85                  9.16515             11.7621             82.4716             1.32007             
2898                3.68523             94                  9.64365             11.7366             81.2242             2.1963              
2899                3.6914              101                 10                  11.7125             79.9983             -0.0799635          
2900                3.69756             78                  8.77496             11.6899             78.7892             0.699858            
2901                3.70372             84                  9.11043             11.6685             77.5985             -0.252215           
2902                3.70989             74                  8.544               11.6485             76.4316             1.15711             
2903                3.71605             86                  9.21954             11.6296             75.2903             -0.12227            
2904                3.72221             73                  8.48528             11.6118             74.1717             0.107754            
2905                3.72837             74                  8.544               11.5951             73.0752             -0.541993           
2906                3.73454             67                  8.12404             11.5794             72.0005             3.31773             
2907                3.7407              103                 10.0995             11.5646             70.9468             -0.20608            
2908                3.74686             68                  8.18535             11.5507             69.9138             0.13169             
2909                3.75302             70                  8.30662             11.5377             68.9008             0.930341            
2910                3.75919             76                  8.66025             11.5255             67.9074             -0.553272           
2911                3.76535             62                  7.81025             11.514              66.9332             1.1522              
2912                3.77151             76                  8.66025             11.5032             65.9775             -1.18663            
2913                3.77767             55                  7.34847             11.4931             65.0403             1.5749              
2914                3.78384             78                  8.77496             11.4837             64.1208             2.27196             
2915                3.79                84                  9.11043             11.4748             63.2186             1.67504             
2916                3.79616             77                  8.7178              11.4665             62.3336             0.677911            
2917                3.80232             67                  8.12404             11.4587             61.4649             -0.0697133          
2918                3.80849             60                  7.68115             11.4514             60.6127             -0.688153           
2919                3.81465             54                  7.28011             11.4445             59.7763             1.85682             
2920                3.82081             75                  8.60233             11.4381             58.9554             0.365956            
2921                3.82697             61                  7.74597             11.4321             58.1497             2.14304             
2922                3.83314             76                  8.66025             11.4265             57.3586             2.02937             
2923                3.8393              74                  8.544               11.4213             56.5823             0.541154            
2924                3.84546             60                  7.68115             11.4164             55.82               0.256172            
2925                3.85162             57                  7.48331             11.4118             55.0716             -0.0401295          
2926                3.85779             54                  7.28011             11.4075             54.3368             -0.9724             
2927                3.86395             46                  6.7082              11.4035             53.6153             0.543749            
2928                3.87011             57                  7.48331             11.3998             52.9069             0.762333            
2929                3.87628             58                  7.54983             11.3963             52.211              -0.0644561          
2930                3.88244             51                  7.07107             11.393              51.5278             0.940687            
2931                3.8886              58                  7.54983             11.39               50.8567             0.903665            
2932                3.89476             57                  7.48331             11.3871             50.1976             1.92128             
2933                3.90093             65                  8                   11.3845             49.5501             0.69426             
2934                3.90709             54                  7.28011             11.382              48.9141             -0.558259           
2935                3.91325             44                  6.55744             11.3797             48.2894             0.0469851           
2936                3.91941             48                  6.85565             11.3776             47.6756             -1.41123            
2937                3.92558             37                  6                   11.3756             47.0727             0.220118            
2938                3.93174             48                  6.85565             11.3737             46.4803             1.35395             
2939                3.9379              56                  7.4162              11.372              45.8983             -0.305775           
2940                3.94406             43                  6.48074             11.3704             45.3264             0.327257            
2941                3.95023             47                  6.78233             11.3689             44.7644             0.686306            
2942                3.95639             49                  6.9282              11.3675             44.2123             -0.497433           
2943                3.96255             40                  6.245               11.3662             43.6697             0.423746            
2944                3.96871             46                  6.7082              11.365              43.1365             0.0593275           
2945                3.97488             43                  6.48074             11.3639             42.6125             -0.0129362          
2946                3.98104             42                  6.40312             11.3629             42.0974             -0.497515           
2947                3.9872              38                  6.08276             11.3619             41.5913             1.00032             
2948                3.99336             48                  6.85565             11.361              41.0938             -0.219895           
2949                3.99953             39                  6.16441             11.3602             40.6049             1.40134             
2950                4.00569             50                  7                   11.3594             40.1243             -1.13939            
2951                4.01185             32                  5.56776             11.3587             39.6519             1.14365             
2952                4.01802             47                  6.78233             11.358              39.1875             -0.242522           
2953                4.02418             37                  6                   11.3574             38.731              1.14208             
2954                4.03034             46                  6.7082              11.3569             38.2823             1.07117             
2955                4.0365              45                  6.63325             11.3563             37.8412             2.49198             
2956                4.04267             56                  7.4162              11.3558             37.4076             2.32318             
2957                4.04883             54                  7.28011             11.3554             36.9812             0.234299            
2958                4.05499             38                  6.08276             11.355              36.5621             -0.777055           
2959                4.06115             31                  5.47723             11.3546             36.15               -0.715922           
2960                4.06732             31                  5.47723             11.3542             35.7448             0.109422            
2961                4.07348             36                  5.91608             11.3539             35.3465             0.801067            
2962                4.07964             40                  6.245               11.3536             34.9549             1.15111             
2963                4.0858              42                  6.40312             11.3533             34.5698             -0.0277508          
2964                4.09197             34                  5.74456             11.353              34.1912             -0.425314           
2965                4.09813             31                  5.47723             11.3528             33.8188             -0.370078           
2966                4.10429             31                  5.47723             11.3526             33.4527             1.23999             
2967                4.11045             41                  6.32456             11.3524             33.0927             0.857276            
2968                4.11662             38                  6.08276             11.3522             32.7388             0.443187            
2969                4.12278             35                  5.83095             11.352              32.3907             0.661702            
2970                4.12894             36                  5.91608             11.3518             32.0483             1.02463             
2971                4.1351              38                  6.08276             11.3517             31.7117             2.03786             
2972                4.14127             45                  6.63325             11.3516             31.3806             -0.16138            
2973                4.14743             30                  5.38516             11.3514             31.0551             -0.945333           
2974                4.15359             25                  4.89898             11.3513             30.7349             1.23509             
2975                4.15975             38                  6.08276             11.3512             30.4201             1.28554             
2976                4.16592             38                  6.08276             11.3511             30.1104             1.33517             
2977                4.17208             38                  6.08276             11.351              29.8059             0.933073            
2978                4.17824             35                  5.83095             11.3509             29.5064             -0.1907             
2979                4.18441             28                  5.19615             11.3509             29.2118             2.02607             
2980                4.19057             42                  6.40312             11.3508             28.9221             0.0677731           
2981                4.19673             29                  5.2915              11.3507             28.6371             0.812403            
2982                4.20289             33                  5.65685             11.3507             28.3569             -1.45699            
2983                4.20906             20                  4.3589              11.3506             28.0812             -1.62094            
2984                4.21522             19                  4.24264             11.3506             27.8101             1.70381             
2985                4.22138             38                  6.08276             11.3505             27.5435             -0.916652           
2986                4.22754             22                  4.58258             11.3505             27.2812             1.20246             
2987                4.23371             34                  5.74456             11.3504             27.0232             0.0446502           
2988                4.23987             27                  5.09902             11.3504             26.7694             1.44033             
2989                4.24603             35                  5.83095             11.3504             26.5198             0.853384            
2990                4.25219             31                  5.47723             11.3503             26.2743             1.81122             
2991                4.25836             37                  6                   11.3503             26.0328             0.0404052           
2992                4.26452             26                  5                   11.3503             25.7953             1.45435             
2993                4.27068             34                  5.74456             11.3502             25.5617             -0.5783             
2994                4.27684             22                  4.58258             11.3502             25.3318             0.727367            
2995                4.28301             29                  5.2915              11.3502             25.1057             1.57126             
2996                4.28917             34                  5.74456             11.3502             24.8833             0.809765            
2997                4.29533             29                  5.2915              11.3502             24.6646             -0.247114           
2998                4.30149             23                  4.69042             11.3502             24.4494             -0.211021           
2999                4.30766             23                  4.69042             11.3501             24.2377             0.195424            
3000                4.31382             25                  4.89898             11.3501             24.0295             -0.316697           
3001                4.31998             22                  4.58258             11.3501             23.8246             1.33215             
3002                4.32615             31                  5.47723             11.3501             23.6231             -0.814116           
3003                4.33231             19                  4.24264             11.3501             23.4249             -0.982876           
3004                4.33847             18                  4.12311             11.3501             23.2299             -0.180177           
3005                4.34463             22                  4.58258             11.3501             23.0381             0.433048            
3006                4.3508              25                  4.89898             11.3501             22.8493             0.0706395           
3007                4.35696             23                  4.69042             11.3501             22.6637             -0.261897           
3008                4.36312             21                  4.47214             11.3501             22.4811             0.543373            
3009                4.36928             25                  4.89898             11.3501             22.3014             -1.682              
3010                4.37545             14                  3.60555             11.3501             22.1247             1.63415             
3011                4.38161             31                  5.47723             11.35               21.9508             0.256312            
3012                4.38777             23                  4.69042             11.35               21.7798             0.682296            
3013                4.39393             25                  4.89898             11.35               21.6115             -0.260696           
3014                4.4001              20                  4.3589              11.35               21.446              2.19177             
3015                4.40626             34                  5.74456             11.35               21.2831             0.591437            
3016                4.41242             24                  4.79583             11.35               21.1229             0.812416            
3017                4.41858             25                  4.89898             11.35               20.9653             0.255624            
3018                4.42475             22                  4.58258             11.35               20.8102             0.874357            
3019                4.43091             25                  4.89898             11.35               20.6576             1.25731             
3020                4.43707             27                  5.09902             11.35               20.5076             0.748277            
3021                4.44323             24                  4.79583             11.35               20.3599             1.48018             
3022                4.4494              28                  5.19615             11.35               20.2147             1.3417              
3023                4.45556             27                  5.09902             11.35               20.0718             0.444481            
3024                4.46172             22                  4.58258             11.35               19.9312             2.31084             
3025                4.46788             33                  5.65685             11.35               19.7928             0.892824            
3026                4.47405             24                  4.79583             11.35               19.6568             1.61171             
3027                4.48021             28                  5.19615             11.35               19.5229             2.51784             
3028                4.48637             34                  5.74456             11.35               19.3912             0.785262            
3029                4.49254             23                  4.69042             11.35               19.2616             0.195269            
3030                4.4987              20                  4.3589              11.35               19.1341             0.223553            
3031                4.50486             20                  4.3589              11.35               19.0087             0.251382            
3032                4.51102             20                  4.3589              11.35               18.8853             0.278758            
3033                4.51719             20                  4.3589              11.35               18.7639             -0.316008           
3034                4.52335             17                  4                   11.35               18.6444             -0.0990226          
3035                4.52951             18                  4.12311             11.35               18.5269             1.32668             
3036                4.53567             25                  4.89898             11.35               18.4113             -1.38109            
3037                4.54184             12                  3.31662             11.35               18.2975             0.409154            
3038                4.548               20                  4.3589              11.35               18.1856             0.213989            
3039                4.55416             19                  4.24264             11.35               18.0755             2.06069             
3040                4.56032             29                  5.2915              11.35               17.9672             -0.799238           
3041                4.56649             14                  3.60555             11.35               17.8606             1.62736             
3042                4.57265             26                  5                   11.35               17.7558             0.736371            
3043                4.57881             21                  4.47214             11.35               17.6526             0.7587              
3044                4.58497             21                  4.47214             11.35               17.5511             0.977282            
3045                4.59114             22                  4.58258             11.35               17.4512             0.99839             
3046                4.5973              22                  4.58258             11.35               17.353              -1.15275            
3047                4.60346             12                  3.31662             11.35               17.2563             0.425622            
3048                4.60962             19                  4.24264             11.35               17.1612             -0.865903           
3049                4.61579             13                  3.4641              11.35               17.0676             1.26544             
3050                4.62195             23                  4.69042             11.35               16.9756             0.265292            
3051                4.62811             18                  4.12311             11.35               16.885              0.510183            
3052                4.63428             19                  4.24264             11.35               16.7959             1.99307             
3053                4.64044             27                  5.09902             11.35               16.7082             -0.771025           
3054                4.6466              13                  3.4641              11.35               16.6219             -0.525234           
3055                4.65276             14                  3.60555             11.35               16.5371             2.04239             
3056                4.65893             27                  5.09902             11.35               16.4536             1.20928             
3057                4.66509             22                  4.58258             11.35               16.3714             0.173784            
3058                4.67125             17                  4                   11.35               16.2906             0.425649            
3059                4.67741             18                  4.12311             11.35               16.211              -0.0261257          
3060                4.68358             16                  3.87298             11.35               16.1328             0.231296            
3061                4.68974             17                  4                   11.35               16.0558             0.906525            
3062                4.6959              20                  4.3589              11.35               15.9801             1.66395             
3063                4.70206             24                  4.79583             11.35               15.9055             0.0423947           
3064                4.70823             16                  3.87298             11.35               15.8322             0.532951            
3065                4.71439             18                  4.12311             11.35               15.7601             0.0785589           
3066                4.72055             16                  3.87298             11.35               15.6891             0.566457            
3067                4.72671             18                  4.12311             11.35               15.6192             -0.542946           
3068                4.73288             13                  3.4641              11.35               15.5505             0.814096            
3069                4.73904             19                  4.24264             11.35               15.4829             -0.0839748          
3070                4.7452              15                  3.74166             11.35               15.4164             0.16399             
3071                4.75136             16                  3.87298             11.35               15.351              1.06291             
3072                4.75753             20                  4.3589              11.35               15.2866             1.0772              
3073                4.76369             20                  4.3589              11.35               15.2232             1.64663             
3074                4.76985             23                  4.69042             11.35               15.1609             -0.227633           
3075                4.77602             14                  3.60555             11.35               15.0996             0.242758            
3076                4.78218             16                  3.87298             11.35               15.0392             1.50825             
3077                4.78834             22                  4.58258             11.35               14.9798             0.272518            
3078                4.7945              16                  3.87298             11.35               14.9214             0.0355264           
3079                4.80067             15                  3.74166             11.35               14.864              -0.384753           
3080                4.80683             13                  3.4641              11.35               14.8074             0.983336            
3081                4.81299             19                  4.24264             11.35               14.7518             -0.144302           
3082                4.81915             14                  3.60555             11.35               14.697              1.00847             
3083                4.82532             19                  4.24264             11.35               14.6432             1.41005             
3084                4.83148             21                  4.47214             11.35               14.5902             0.823711            
3085                4.83764             18                  4.12311             11.35               14.538              1.04468             
3086                4.8438              19                  4.24264             11.35               14.4867             -0.090317           
3087                4.84997             14                  3.60555             11.35               14.4363             2.29241             
3088                4.85613             26                  5                   11.35               14.3866             0.652164            
3089                4.86229             17                  4                   11.35               14.3377             1.82963             
3090                4.86845             23                  4.69042             11.35               14.2897             0.197847            
3091                4.87462             15                  3.74166             11.35               14.2424             0.455853            
3092                4.88078             16                  3.87298             11.35               14.1958             1.68653             
3093                4.88694             22                  4.58258             11.35               14.15               -0.235225           
3094                4.8931              13                  3.4641              11.35               14.105              -0.693001           
3095                4.89927             11                  3.16228             11.35               14.0607             1.53613             
3096                4.90543             21                  4.47214             11.35               14.017              2.52255             
3097                4.91159             27                  5.09902             11.35               13.9741             1.55486             
3098                4.91775             21                  4.47214             11.35               13.9319             0.533032            
3099                4.92392             16                  3.87298             11.35               13.8904             2.24522             
3100                4.93008             25                  4.89898             11.35               13.8495             -0.636084           
3101                4.93624             11                  3.16228             11.35               13.8093             0.563518            
3102                4.94241             16                  3.87298             11.35               13.7697             1.77661             
3103                4.94857             22                  4.58258             11.35               13.7308             1.22853             
3104                4.95473             19                  4.24264             11.35               13.6925             0.819467            
3105                4.96089             17                  4                   11.35               13.6548             1.24584             
3106                4.96706             19                  4.24264             11.35               13.6177             0.113292            
3107                4.97322             14                  3.60555             11.35               13.5812             1.45558             
3108                4.97938             20                  4.3589              11.35               13.5453             0.854935            
3109                4.98554             17                  4                   11.35               13.51               -0.101169           
3110                4.99171             13                  3.4641              11.35               13.4752             0.15121             
3111                4.99787             14                  3.60555             11.35               13.4411             -0.798559           
3112                5.00403             10                  3                   11.35               13.4074             0.888174            
3113                5.01019             17                  4                   11.35               13.3743             0.896152            
3114                5.01636             17                  4                   11.35               13.3417             -1.04854            
3115                5.02252             9                   2.82843             11.35               13.3097             0.195274            
3116                5.02868             14                  3.60555             11.35               13.2782             0.457737            
3117                5.03484             15                  3.74166             11.35               13.2471             0.926801            
3118                5.04101             17                  4                   11.35               13.2166             0.47355             
3119                5.04717             15                  3.74166             11.35               13.1866             -0.033432           
3120                5.05333             13                  3.4641              11.35               13.157              0.725662            
3121                5.05949             16                  3.87298             11.35               13.128              0.496328            
3122                5.06566             15                  3.74166             11.35               13.0994             1.56249             
3123                5.07182             20                  4.3589              11.35               13.0712             1.1793              
3124                5.07798             18                  4.12311             11.35               13.0435             0.518023            
3125                5.08414             15                  3.74166             11.35               13.0163             1.76218             
3126                5.09031             21                  4.47214             11.35               12.9895             1.19844             
3127                5.09647             18                  4.12311             11.35               12.9631             -0.68835            
3128                5.10263             10                  3                   11.35               12.9372             0.780326            
3129                5.1088              16                  3.87298             11.35               12.9116             1.21666             
3130                5.11496             18                  4.12311             11.35               12.8865             -0.188995           
3131                5.12112             12                  3.31662             11.35               12.8618             -0.416043           
3132                5.12728             11                  3.16228             11.35               12.8375             -0.410624           
3133                5.13345             11                  3.16228             11.35               12.8135             0.32734             
3134                5.13961             14                  3.60555             11.35               12.79               0.816913            
3135                5.14577             16                  3.87298             11.35               12.7668             -0.643089           
3136                5.15193             10                  3                   11.35               12.744              -1.19681            
3137                5.1581              8                   2.64575             11.35               12.7216             1.05347             
3138                5.16426             17                  4                   11.35               12.6995             0.357683            
3139                5.17042             14                  3.60555             11.35               12.6778             0.363462            
3140                5.17658             14                  3.60555             11.35               12.6565             -0.139358           
3141                5.18275             12                  3.31662             11.35               12.6354             1.07424             
3142                5.18891             17                  4                   11.35               12.6148             2.02075             
3143                5.19507             22                  4.58258             11.35               12.5944             -0.869641           
3144                5.20123             9                   2.82843             11.35               12.5744             0.125131            
3145                5.2074              13                  3.4641              11.35               12.5547             1.0937              
3146                5.21356             17                  4                   11.35               12.5353             0.648603            
3147                5.21972             15                  3.74166             11.35               12.5163             0.141207            
3148                5.22588             13                  3.4641              11.35               12.4975             -0.334886           
3149                5.23205             11                  3.16228             11.35               12.479              -0.101072           
3150                5.23821             12                  3.31662             11.35               12.4609             -0.57254            
3151                5.24437             10                  3                   11.35               12.443              1.12062             
3152                5.25054             17                  4                   11.35               12.4254             1.33049             
3153                5.2567              18                  4.12311             11.35               12.4081             -0.314975           
3154                5.26286             11                  3.16228             11.35               12.3911             -0.0820963          
3155                5.26902             12                  3.31662             11.35               12.3743             1.13717             
3156                5.27519             17                  4                   11.35               12.3579             1.3463              
3157                5.28135             18                  4.12311             11.35               12.3417             1.14505             
3158                5.28751             17                  4                   11.35               12.3257             -0.296614           
3159                5.29367             11                  3.16228             11.35               12.31               0.198232            
3160                5.29984             13                  3.4641              11.35               12.2946             0.465477            
3161                5.306               14                  3.60555             11.35               12.2794             0.943854            
3162                5.31216             16                  3.87298             11.35               12.2644             -0.0547618          
3163                5.31832             12                  3.31662             11.35               12.2497             0.951228            
3164                5.32449             16                  3.87298             11.35               12.2352             -0.783657           
3165                5.33065             9                   2.82843             11.35               12.221              1.57238             
3166                5.33681             19                  4.24264             11.35               12.207              0.488789            
3167                5.34297             14                  3.60555             11.35               12.1932             -0.267094           
3168                5.34914             11                  3.16228             11.35               12.1796             0.496069            
3169                5.3553              14                  3.60555             11.35               12.1663             -0.504611           
3170                5.36146             10                  3                   11.35               12.1531             0.241599            
3171                5.36762             13                  3.4641              11.35               12.1402             -0.498604           
3172                5.37379             10                  3                   11.35               12.1275             -0.252463           
3173                5.37995             11                  3.16228             11.35               12.115              1.19968             
3174                5.38611             17                  4                   11.35               12.1027             1.20264             
3175                5.39227             17                  4                   11.35               12.0906             -0.487158           
3176                5.39844             10                  3                   11.35               12.0787             0.522938            
3177                5.4046              14                  3.60555             11.35               12.067              -0.0121551          
